category,sub_category,product_id,title,sku_id,currency_name,sale_price_format,origin_price_format,discount_format,score,review_count,sold_count,seller_id,shop_name,updated_at,canonical_url
mobile-phone-accessories,casting-devices,1730839557417634520,"Bộ điều hợp WiFi TV không dây Anycast, M12 PLUS, Độ phân giải 1080P, HDMl, Bộ thu Miracast, AirShow, Màn hình DLNA, Elfly, Tương thích với 2024NEW",1730839557417700056,VND,246.246,300.300,18%,0.0,0,0,8647244355874359000,asia11,1754577466484,https://www.tiktok.com/shop/vn/pdp/bo-%C4%91ieu-hoa-wifi-tv-khong-day-anycast-m12-plus-1080p-hdmi/1730839557417634520
mobile-phone-accessories,casting-devices,1731044187579582597,"Anycast M12 / M9 Plus Bộ Chuyển Đổi Bộ Thu Dongle Hiển Thị Không Dây, 1080P HDMI Airplay Miracast TV Stick, Elfly",1731044187579648133,VND,144.068,464.736,69%,0.0,0,1,8646959901704553605,SeaSpark,0,https://www.tiktok.com/shop/vn/pdp/1731044187579582597
mobile-phone-accessories,casting-devices,1731159709909814206,"Bộ điều hợp WiFi TV không dây, AnyCast M12 / M9 Plus, Độ phân giải 1080P, Tương thích HDMI, Airplay, Miracast, Gói vận chuyển nhanh, Elfly",1731159709909879742,VND,137.431,443.326,69%,0.0,0,3,8647240498374870974,Elfly,0,https://www.tiktok.com/shop/vn/pdp/1731159709909814206
mobile-phone-accessories,casting-devices,1730804821563509250,"Máy Chiếu điện thoại, 4K HD, Wifi và kết nối HDMI, Máy Chiếu Miracast, Tương thích với TV không dây, Bộ thu Miracast, Bộ chuyển đổi màn hình hiển thị, Truyền video",1730804821563574786,VND,369.000,492.000,25%,0.0,0,0,8647292352994772482,JFKJ888,0,https://www.tiktok.com/shop/vn/pdp/1730804821563509250
mobile-phone-accessories,casting-devices,1732227043621635906,"Thiết Bị Điện Thoại Nhấp Màn Hình Tự Động, Chức Năng Tapper Tự Động, Nhấp Liên Tục, Để Thưởng Video, Nhãn Tình, Phát Sóng Trực Tiếp, Giao Ưu Đãi",1732227043621701442,VND,226.177,,,0.0,0,0,8647133890053637954,Somaiie,1756044774390,https://www.tiktok.com/shop/vn/pdp/thiet-bi-nhap-man-hinh-tu-%C4%91ong-tapper-lien-tuc-chuc-nang-thich-video/1732227043621635906
mobile-phone-accessories,casting-devices,1730343499819682244,"Gậy TV G2, để hiển thị MiraScreen, Anycast, 1080P TV Dongle, tương thích HDMI, Màn hình gương, cho Android và IOS, Màn hình gương Google",1730343499819747780,VND,182.260,520.742,65%,3.0,1,8,8647437323623695812,sxzacdesafe,1755010160891,https://www.tiktok.com/shop/vn/pdp/gay-tv-g2-tuong-thich-hdmi-wi-fi-hien-thi-1080p/1730343499819682244
audio-video,headphones-earphones-accessories,1730532847029880981,"Tai Nghe Ip Chân L Có Mic chính hãng MasterfanVN Chất Âm Sống Động, BH 3 Tháng Nhét Tai Nghe Nhạc Earphone",1730910220660476053,VND,170.050,179.000,5%,4.7,291,2618,7494560994153826453,MasterfanVN,1754749194620,https://www.tiktok.com/shop/vn/pdp/tai-nghe-ip-chinh-hang-masterfanvn-cha-song-%C4%91ong-bh-3-thang/1730532847029880981
audio-video,headphones-earphones-accessories,1732779848002013036,"Mua một tặng một!Tai nghe KEEP YOUNG PRO5S, Âm thanh nổi HiFi, Micro tích hợp, Chống nước IPX5, Điều khiển cảm ứng, Khử tiếng ồn, Tương thích với iPhone và Android, Miễn phí Vận Chuyển, Bảo hành 1 năm",1732779842573862764,VND,86.000,100.000,14%,2.3,3,15,8652417696344672108,Earphone,1760192451612,https://www.tiktok.com/shop/vn/pdp/tai-nghe-keep-young-pro5s-am-thanh-hifi-chong-nuoc-ipx5-tuong-thich-ios-android/1732779848002013036
audio-video,headphones-earphones-accessories,1732066264399185557,"Tai Nghe Nhét Tai Nghe Không Dây, Q86, Tai Nghe Bluetooth, Phong Cách Thể Thao Âm Thanh Nổi Fone, Tương Thích Với Xiaomi, Huawei Và iPhone, Thiết Kế Máy Ảnh Cổ Điển",1732066264399251093,VND,59.920,146.146,59%,2.1,10,61,8650648216706451093,Atop 3C Hot Store,1755097954473,https://www.tiktok.com/shop/vn/pdp/tai-nghe-bluetooth-khong-day-am-thanh-noi-tuong-thich-ios-android/1732066264399185557
audio-video,headphones-earphones-accessories,1732314693558567955,"[XO]Tai Nghe TWS XO-X33 Chính Hãng – Chạm Cảm Ứng Nhận Cuộc Gọi, Kết Nối Nhanh, Pin Trâu 4 Giờ, Tương Thích Mọi Thiết Bị, Có Hộp Sạc An Toàn Bảo Vệ Pin",1732314746108740627,VND,188.000,399.000,53%,4.6,11,180,7496203182788151315,Soundix-O,1756650430121,https://www.tiktok.com/shop/vn/pdp/tai-nghe-tws-xo-x33-chinh-hang-ket-noi-nhanh-pin-4-gio/1732314693558567955
audio-video,headphones-earphones-accessories,1730343374271384037,"Tai Nghe Nhét Tai Nghe HIFI Loại C / 3.5Mm, Elough, Tai Nghe Có Dây Âm Thanh Nổi Âm Trầm, Tai Nghe Rảnh Tay, Tai Nghe Game Thủ, Điều Khiển Dòng, Tương Thích Với Điện Thoại",1730343374271449573,VND,111.800,172.000,35%,4.5,14,124,8647319997345859045,Toockiflagshipstore,1755206137929,https://www.tiktok.com/shop/vn/pdp/tai-nghe-elough-hifi-3-5mm-am-thanh-noi-tram-rong-tai/1730343374271384037
audio-video,headphones-earphones-accessories,1732141871554594620,"Tai nghe ngủ chính hãng Y8, Dành cho giấc ngủ sinh viên, Kích thước nhỏ và có Micro, Không dây, Âm thanh hai tai, Thích hợp cho thể thao,Có Micro TWS với hộp sạc,Thời lượng pin siêu dài",1732141871554660156,VND,177.091,357.776,51%,4.0,72,1424,8651119694860551996,suxiLife,1754845226890,https://www.tiktok.com/shop/vn/pdp/tai-nghe-nam-y8-thiet-ke-nho-gon-chong-nuoc-ipx5-am-thanh-hifi/1732141871554594620
audio-video,headphones-earphones-accessories,1729963752715815185,"GUANRUIDA Tai nghe bơi lội X7 Ultra chống thấm IPX8 tích hợp thẻ nhớ 32G, micrô dẫn truyền xương, âm bass rõ ràng, thiết kế nhẹ thoải mái, lý tưởng cho thể thao, màu Đen",1732405401694143761,VND,665.000,1.280.000,48%,4.8,210,1869,7495517714866473233,Grade Sport Headphone,1757777839375,https://www.tiktok.com/shop/vn/pdp/tai-nghe-boi-loi-x7-chong-tham-ipx8-tich-hop-the-nho-32gb/1729963752715815185
audio-video,headphones-earphones-accessories,1730404639778966108,Tai nghe Apple EarPods USB-C dùng cho iPhone 15 series Chính hãng VN/A [Viettel Store],1732552841349269084,VND,519.000,690.000,25%,4.9,142,1310,7495793015233940060,Viettel Store - AAR,1754692429480,https://www.tiktok.com/shop/vn/pdp/tai-nghe-apple-earpods-usb-c-cho-iphone-15-series-chat-luong-am-thanh-tot-%C4%91ieu-khien-de-dang-ph/1730404639778966108
audio-video,headphones-earphones-accessories,1732242780092073289,"[Xả kho giá gốc] Tai Nghe Bluetooth AP4 AT A6 – Chip Jerry Mới Nhất, Fix OS 18, Cao Cấp, Bảo Hành 6 Tháng",1732825879576610121,VND,300.000,1.450.000,79%,5.0,1,71,7495490539226106185,VietBeat - Tai nghe rẻ,1756049408394,https://www.tiktok.com/shop/vn/pdp/quat-mini-%C4%91en-ban-cao-cap-thiet-ke-hien-%C4%91ai-tien-loi/1732242780092073289
audio-video,headphones-earphones-accessories,1731715015402358514,[KOL] Tai nghe Xiaomi Redmi Buds 6 Active BHR8396GL/ BHR8394GL/ BHR8395GL/ BHR8391GL  (sản phẩm không có kèm sạc),1731715016047560434,VND,490.000,690.000,29%,4.8,6,58,7495970617216502514,Xiaomi Vietnam Brand Store,1754579714498,https://www.tiktok.com/shop/vn/pdp/tai-nghe-xiaomi-redmi-buds-6-active-bluetooth-5-4-pin-lau/1731715015402358514
audio-video,headphones-earphones-accessories,1731903162996393133,"Tai nghe nhét tai nghe Bluetooth Lenovo LE209 AI, với chức năng Khử tiếng ồn chủ động, tăng cường cuộc gọi bằng giọng nói của AI, thời lượng pin 33 giờ, trình điều khiển 14,2mm",1731903167149016237,VND,259.000,726.027,64%,4.2,59,677,8650648631450109101,Wx Tech-VN,1754841883535,https://www.tiktok.com/shop/vn/pdp/tai-nghe-bluetooth-lenovo-le209-khu-tieng-on-chu-%C4%91ong-33-gio-su-dung-thiet-ke-thoai-mai/1731903162996393133
audio-video,headphones-earphones-accessories,1732765910801155329,"Tai Nghe Bluetooth PRO ZEN 2 ĐEN Sang Trọng, Bản 8h, 4-5H liên tục, Chống ồn, Không dây, Kết nối bluetooth Nhét Tai Nghe Nhạc Earphone",1732765904778528001,VND,239.000,390.000,39%,0.0,0,22,7495649687233595649,ANN TECH - Phụ kiện điện thoại,1760106725182,https://www.tiktok.com/shop/vn/pdp/tai-nghe-bluetooth-pro-zen-2-%C4%91en-thoi-gian-su-dung-lau/1732765910801155329
audio-video,headphones-earphones-accessories,1732821684824475251,"Tai nghe đeo tai KY-63 Bass Heatset Inear, có mirco đàm thoại HD, chống ồn, giắc 3.5mm, dây chống rối, dễ dàng sử dụng",1732821780645185139,VND,15.600,,,4.5,4,24,7494610097145416307,H.Nam4,1760798650831,https://www.tiktok.com/shop/vn/pdp/tai-nghe-ky-63-bass-heatset-inear-micro-hd-chong-on-3-5mm/1732821684824475251
audio-video,headphones-earphones-accessories,1729798713012881704,"Tai nghe Gaming có mic rời 360 độ, jack 3.5 chữ L, 2 MIC, núm tai cao su Nhét Tai Nghe Nhạc, Earphone",1729798974583048488,VND,73.000,125.000,42%,4.6,230,1690,7494585960707754280,TaiNgheMeo Blinklinh,1754840266881,https://www.tiktok.com/shop/vn/pdp/tai-nghe-gaming-360-%C4%91o-mic-roi-jack-3-5mm-am-thanh-song-%C4%91ong/1729798713012881704
audio-video,headphones-earphones-accessories,1732247648628542191,"Tai nghe dây nhét tai WEKOME YC08 ssgaming tích hợp micro, cản tiếng ồn điều chỉnh âm thanh Trong Suốt BH chính hãng",1732247648628607727,VND,108.000,168.000,36%,4.4,1402,15230,8648304257030194927,XLink,1754690572132,https://www.tiktok.com/shop/vn/pdp/tai-nghe-wekome-yc08-ssgaming-co-mic-tich-hop-cam-bien-tieng-roi-rit/1732247648628542191
audio-video,headphones-earphones-accessories,1731623494948260708,Kẹp tai nghe không dây P7 Bluetooth 5.3 Tai nghe âm thanh nổi HiFi Màn hình kỹ thuật số Tai nghe không dây thể thao,1731623507472255844,VND,27.000,50.000,46%,4.0,129,1060,7495824606618028900,MUZI-STORE,1754756319591,https://www.tiktok.com/shop/vn/pdp/tai-nghe-khong-day-bluetooth-5-3-am-thanh-hifi-the-thao-%C4%91a-nang/1731623494948260708
audio-video,headphones-earphones-accessories,1731921493696612660,"Tai nghe Bluetooth, M19 TWS, Tai nghe chơi game, Bluetooth không dây, Âm thanh HiFi 9D, Màn hình LED, Tai nghe, có Micrô, Pin dự phòng, có đèn pin",1731921493696678196,VND,69.999,140.000,50%,4.0,1038,10604,8647420841312486708,PPX-vn,1755017594247,https://www.tiktok.com/shop/vn/pdp/tai-nghe-bluetooth-m19-tws-choi-game-am-thanh-hifi-9d-pin-du-phong-man-hinh-led-co-mic/1731921493696612660
audio-video,headphones-earphones-accessories,1732474134498347007,"Tai Nghe Nhét Tai Nghe Khi Ngủ, X55, Âm Thanh Hi-Fi, Chống Nước, Độ Trễ Thấp, Thời Lượng Pin Dài",1732869454262601727,VND,39.000,69.000,43%,3.7,43,506,8648473740435621887,LYHMI VN,1758464204474,https://www.tiktok.com/shop/vn/pdp/tai-nghe-nam-x55-am-thanh-hifi-chong-nuoc-ipx5-mic-tich-hop/1732474134498347007
audio-video,headphones-earphones-accessories,1732025959073940788,"Tai nghe chơi game, Phong cách Mecha thể thao điện tử, Bộ trò chơi x15, Đèn báo LED, Đèn cuộn ngầu, Chức năng chế độ trò chơi, Tai nghe có độ trễ thấp",1732025959074071860,VND,9.999,10.000,,3.4,231,4976,8647420841312486708,PPX-vn,1755009398630,https://www.tiktok.com/shop/vn/pdp/tai-nghe-choi-game-mecha-the-thao-%C4%91ien-tu-%C4%91en-bao-led-on-ngau/1732025959073940788
audio-video,headphones-earphones-accessories,1731402186109062097,"Tai Nghe Nhét Tai Nghe Không Dây, S10, Bluetooth Mini, Rảnh Tay, Âm Thanh Nổi, Tai Nghe Chống Nước, Có Mic, Tai Nghe Nhét Tai",1731402186109127633,VND,28.000,75.000,63%,3.7,7,83,8647179015586613201,heevee55,0,https://www.tiktok.com/shop/vn/pdp/1731402186109062097
audio-video,projectors,1731710447163181215,"Máy Chiếu Siêu Rõ Ràng, Chigo, Máy Cầm Tay Phòng Ngủ, Màn Chiếu Máy, Máy Chiếu Nhỏ Gia Đình, Chiếu Tường Trắng, Hàng Mới Về Năm 2024 Projector",1731710447163443359,VND,715.991,,,0.0,0,0,8648170683268957343,cai wenjie3,1754691658157,https://www.tiktok.com/shop/vn/pdp/may-chieu-sieu-ro-rang-chigo-cam-tay-nho-gon-moi-2024/1731710447163181215
audio-video,projectors,1731710445173639783,"Máy Chiếu Siêu Rõ Ràng, Chigo, Máy Cầm Tay Phòng Ngủ, Màn Chiếu Máy, Máy Chiếu Nhỏ Gia Đình, Chiếu Tường Trắng, Hàng Mới Về Năm 2024 Projector",1731710445173901927,VND,715.991,,,0.0,0,0,8648510628899292775,cai zhensang4,1754749410196,https://www.tiktok.com/shop/vn/pdp/may-chieu-sieu-ro-rang-chigo-cam-tay-nho-gon-moi-2024/1731710445173639783
audio-video,projectors,1731854843039877582,"Máy Chiếu, YG300 Siêu HD, Thông Minh, Cầm Tay, Nhà, Bán Trực Tiếp Từ Nhà Máy, Bán Chạy Ở Nước Ngoài",1731854843039943118,VND,332.550,720.583,54%,0.0,0,2,8648514080870204878,yuguokui6666,1755013105177,https://www.tiktok.com/shop/vn/pdp/yg300-mini-projector-1080p-full-hd-%C4%91en-led-30k-gio/1731854843039877582
audio-video,projectors,1732004051721292216,"Máy Chiếu, HY300, 4k, Hệ Điều Hành Android 11.0, Màn Hình LCD, Độ Phân Giải 1080P, 6000 Lumens, Siêu HD, Wifi Kép, Có Bluetooth, Thích Hợp Sử Dụng Tại Nhà, C Máy Chiếu",1732004051721357752,VND,725.052,1.450.104,50%,0.0,0,1,8647554653062006200,Ubeyoo,1754844970656,https://www.tiktok.com/shop/vn/pdp/may-chieu-hy300-4k-android-11-0-1080p-wi-fi-bluetooth/1732004051721292216
audio-video,projectors,1729724128345754109,"Chụp ảnh bố cục sáng tạo, đèn chiếu nền, người nổi tiếng trên Internet, máy chiếu chúc mừng sinh nhật cùng tuổi, đồ chơi phát sáng",1729724128346212861,VND,46.302,53.221,13%,0.0,0,3,8646969726294525437,Happy Cat,1754693113181,https://www.tiktok.com/shop/vn/pdp/may-chieu-sang-tao-cho-sinh-nhat-%C4%91o-choi-phat-sang/1729724128345754109
audio-video,projectors,1731710447989655899,"Máy Chiếu, Mới cho năm 2025, Máy chiếu gia đình và phòng ngủ, Ultra HD, Rạp hát tại nhà, Nhỏ và Cầm Tay, Tương thích với Điện Thoại Di Động 5G, với tính năng PTZ Projector",1731710447989852507,VND,1.099.294,,,0.0,0,0,8648506182664553819,cai zhensang1,1755097255228,https://www.tiktok.com/shop/vn/pdp/may-chieu-gia-%C4%91inh-ultra-hd-2025-portable-ptz-function/1731710447989655899
audio-video,projectors,1729463043524233468,Đèn Laser Chiếu Hình 3D- K10 Plus Pro Với Hơn 1000 Hiệu ứng 3D Cảm Biến Theo Nhạc Cao Cấp,1729463043524299004,VND,3.390.000,4.850.000,30%,0.0,0,2,7494725357034047740,Ánh Vân Lighting,1754692752219,https://www.tiktok.com/shop/vn/pdp/%C4%91en-laser-3d-k10-plus-pro-1000-hieu-ung-phu-hop-karaoke-bar/1729463043524233468
audio-video,projectors,1729717490910398628,"Máy Chiếu Mini Thiết Kế Cánh Bướm, Sáng Tạo, Chiếu Ảnh, Đèn Chúc Mừng Sinh Nhật, Thích Hợp Cho Tiệc Và Đồ Trang Trí Lễ Hội Cho Bé Gái",1729717490910529700,VND,59.502,85.003,30%,2.4,22,304,8646952559078442148,Swan Jewelry,1754693797233,https://www.tiktok.com/shop/vn/pdp/may-chieu-mini-hinh-canh-chieu-anh-%C4%91en-ngu/1729717490910398628
audio-video,projectors,1729720160891406427,"Máy Chiếu XGIMI Halo Plus (Android TV Quốc Tế), 900Ansi, Full HD, Bảo Hành 12 Tháng, Xem Phim 3D, Tích hợp pin 17.100 mAh, Alo shop để được giá tốt nhất",1732944818534909019,VND,13.720.000,14.000.000,2%,0.0,0,1,7494909986688829531,Lê Tuấn XgimiJmgo,1755098702233,https://www.tiktok.com/shop/vn/pdp/may-chieu-xgimi-halo-plus-900ansi-full-hd-pin-17-100-mah-bao-hanh-12-thang/1729720160891406427
audio-video,projectors,1731851391758665473,"Máy Chiếu, Mẫu Mới Năm 2025, Công Nghệ PTZ 5G Siêu HD, Độ Phân Giải 4K, Thích Hợp Cho Gia Đình, Phòng Ngủ, Karaoke, Rạp Hát Tại Nhà, Văn Phòng, Ký Túc Xá",1731851391758796545,VND,340.675,681.351,50%,0.0,0,0,8648710945479952129,liqianhaojd02,1754755559976,https://www.tiktok.com/shop/vn/pdp/may-chieu-4k-ultra-hd-cong-nghe-ptz-5g-danh-cho-gia-%C4%91inh-van-phong/1731851391758665473
audio-video,projectors,1732363514315179866,"Máy Chiếu, Thiết Kế Chúc Mừng Sinh Nhật, Đèn Tạo Không Khí Năm Mới, Đèn Chiếu Cảnh Quan, Quà Tặng Lễ Hội Mùa Xuân, Đồ Trang Trí, Quà Tặng Ảnh Nền",1732363514315966298,VND,162.819,,,0.0,0,0,8651222539670423386,Chimeai,1757256137729,https://www.tiktok.com/shop/vn/pdp/may-chieu-sinh-nhat-%C4%91en-tao-khong-khi-%C4%91en-chieu-canh-quan/1732363514315179866
audio-video,projectors,1731947149617367467,"Máy Chiếu Mini, M300 MAX, Máy Chiếu Cầm Tay Thông Minh, Hệ Điều Hành Android11, Máy Chiếu Gia Đình, Độ Phân Giải 720p, Bộ Nhớ 64GB, Thiết Kế Trò Chơi Video Cổ Điển, Quà Tặng Tuyệt Vời, Máy Chiếu Màn Hình",1731947149617433003,VND,641.321,1.282.643,50%,1.0,1,6,8648709481220572587,Smart cinema projector,0,https://www.tiktok.com/shop/vn/pdp/1731947149617367467
audio-video,projectors,1731820312232954283,"[Ứng dụng tích hợp] Máy chiếu mini 1080P FHD 4K hỗ trợ máy chiếu có chuột Máy chiếu di động với WiFi và Bluetooth 180 ° Keystone tự động có thể điều chỉnh HDMI / TV Stick / USB / PS5 / Máy tính xách tay, với Cáp & Chuột HDMI Projector",1731820312233019819,VND,1.030.110,,,4.2,14,101,8648709481220572587,Smart cinema projector,1754492697266,https://www.tiktok.com/shop/vn/pdp/may-chieu-mini-1080p-fhd-4k-ho-tro-wi-fi-bluetooth/1731820312232954283
audio-video,projectors,1732230908568569251,"Máy Chiếu Mini Cầm Tay YT200, Nhà Máy, HD Siêu Nhỏ, Thích Hợp Cho Trẻ Em Và Trẻ Em, Quốc Tế Thương Xuyên Biên Giới, Kích Thước Nhỏ, Có Thể Được Sử Dụng Làm Máy Chiếu Điện Thoại Di Động",1732230908568634787,VND,994.321,,,0.0,0,0,8651222571027498403,YOOTNU,1756650061818,https://www.tiktok.com/shop/vn/pdp/may-chieu-mini-cam-tay-yt200-hd-sieu-nho-dung-cho-tre-em/1732230908568569251
audio-video,projectors,1731939933269034995,"{BEECUBE HN} Máy Chiếu Beecube STAR ĐỘ Sáng 1950ANSI - Full HD - Bảo Hành 1 Đổi 1 Trong 12 Tháng, Máy Chiếu Tích Hợp Âm Thanh Dolby Atmos Projector Xem Phim",1731939930533300211,VND,6.990.000,7.990.000,13%,0.0,0,3,7495468048337636339,Beecube - Máy Chiếu Cao Cấp,1754690328861,https://www.tiktok.com/shop/vn/pdp/may-chieu-beecube-star-1950-ansi-full-hd-dolby-atmos/1731939933269034995
audio-video,projectors,1731971623421905323,"Máy Chiếu HY300 Pro plus, Phiên Bản Mới Năm 2024, Hệ Điều Hành Android, Độ Phân Giải 4K 1280 * 720P, Wifi Kép, Video, Cầm Tay, Thích Hợp Sử Dụng Ngoài Trời Và Gia Đình, Máy Chiếu Led HD, Cine En Casa",1731971623421970859,VND,636.183,1.272.366,50%,1.0,1,2,8648709481220572587,Smart cinema projector,1754695719632,https://www.tiktok.com/shop/vn/pdp/may-chieu-hy300-pro-plus-%C4%91o-phan-giai-4k-wifi-kep-cam-tay-dung-ngoai-troi/1731971623421905323
audio-video,projectors,1731999973665244817,"Máy Chiếu mini, Yg300, Cầm Tay và giá rẻ, dành cho điện thoại, Máy chiếu mini, Máy chiếu rạp chiếu phim gia đình, với USB và HDMI, Tương thích với máy tính xách tay / điện thoại thông minh",1731999973665310353,VND,375.888,620.400,39%,0.0,0,1,8649855782710642321,Elita693829,1754842862571,https://www.tiktok.com/shop/vn/pdp/may-chieu-mini-yg300-cam-tay-usb-hdmi-cho-%C4%91ien-thoai/1731999973665244817
audio-video,projectors,1732230873839666595,"Máy Chiếu Hiện Đại Mini, Độ Phóng Đại Cao, Mẫu Mới, Độ Phân Giải Cao, Thích Hợp Cho Phòng Ngủ, Giao Diện HDMI Nhỏ Chiếu Trực Tiếp Ban Ngày, Độ Sáng Cao",1732230873839797667,VND,588.214,,,0.0,0,0,8651222571027498403,YOOTNU,1755958810496,https://www.tiktok.com/shop/vn/pdp/may-chieu-mini-hien-%C4%91ai-%C4%91o-phong-phan-giai-cao-hdmi/1732230873839666595
audio-video,projectors,1731737563295942690,"Máy chiếu mini, Yg300 HD màu vàng và trắng, Thích hợp cho gia đình, Kích thước gia đình, YT300-1LED Cầm Tay, Lý Tưởng cho việc sử dụng trong gia đình",1731737588944439330,VND,767.950,,,0.0,0,0,8648437942259319842,Prunella.31205,1754925166642,https://www.tiktok.com/shop/vn/pdp/may-chieu-mini-yg300-hd-mau-vang-trang-ly-tuong-cho-gia-%C4%91inh/1731737563295942690
audio-video,projectors,1731497727796610926,"Máy Chiếu mini, HD sáng (3000 + lumen), Cầm Tay, 3D sẵn sàng, Tương thích với nhiều thiết bị, đi kèm với điều khiển từ xa, Mã",1731497727796676462,VND,356.000,778.651,54%,0.0,0,1,8649855373624510318,Storelixingxiang,1754757246554,https://www.tiktok.com/shop/vn/pdp/may-chieu-mini-hd-sang-3000-lumens-cam-tay-3d-kem-remote/1731497727796610926
audio-video,mp3-mp4-players,1731885381451024966,"Máy hát người cao tuổi, Jinzheng, Bài hát vuông, Máy phát video HD, Khe cắm thẻ, Đài phát thanh âm Nhạc, Đa Năng, Máy Hát",1731885396035078726,VND,590.167,,,0.0,0,0,8648523897365759558,cai zhensang5,1755010370862,https://www.tiktok.com/shop/vn/pdp/may-hat-nguoi-cao-tuoi-jinzheng-phat-nhac-hd-cam-the-nho/1731885381451024966
audio-video,mp3-mp4-players,1731799122206492101,"Máy nghe nhạc cá nhân Bluetooth MP3/MP4, được bán bởi nhà sản xuất, thiết kế chéo, thích hợp cho sinh viên và thể thao, di động, phiên bản tiếng Anh",1731799117194167749,VND,311.279,366.211,15%,0.0,0,1,8649263419307886021,JKChoice-VN,1754688793129,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-ca-nhan-bluetooth-mp3-mp4-thiet-ke-thoi-trang/1731799122206492101
audio-video,mp3-mp4-players,1731135030503966879,"Máy Nghe Nhạc Bluetooth MP3, Cầm Tay Mini, MP3 Không Dây, Chỉ Dành Cho Sinh Viên, Máy Nghe Nhạc, Nghe Tiếng Anh, Thời Trang Earphone",1731135030504491167,VND,80.040,,,0.0,0,0,8648170683268957343,cai wenjie3,1754691247992,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-bluetooth-mp3-mini-cam-tay-danh-cho-sinh-vien/1731135030503966879
audio-video,mp3-mp4-players,1732310914869855783,"Máy Nghe Nhạc Mp3 Usb Cầm Tay Mini, CARPRIE, Hỗ Trợ Thẻ Micro Sd Tf, Dung Lượng 32gb, Thích Hợp Cho Thể Thao Và Âm Nhạc, Bluetooth Mp3 Đài FM, Có Bluetooth Và USB, Miễn Phí Vận Chuyển",1732310914870052391,VND,465.634,,,0.0,0,0,8651229503316330023,Apoovs,1756653048614,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-mp3-mini-carprie-bluetooth-32gb-fm-cam-tay/1732310914869855783
audio-video,mp3-mp4-players,1732118588534851301,"Đồ chơi Máy nghe nhạc MP3 hình khối mini, màu xanh da trời, có màn hình hiển thị, có thể sạc lại, Máy nghe nhạc Cầm Tay đi kèm với Cáp USB và tai nghe, hỗ trợ thẻ TF",1732118588534916837,VND,183.170,337.062,46%,0.0,0,1,7496302783810276069,Chợ Xóm Giới,1755095636556,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-mp3-mini-hinh-khoi-man-hinh-hien-thi-sac-lai/1732118588534851301
audio-video,mp3-mp4-players,1731831216120563175,"Máy Nghe Nhạc Cầm Tay MP, Vô Hình, Chuyên Dụng Để Nghe Lớp Học Sinh Viên, Kích Thước Nhỏ, Giá Rẻ, Thời Lượng Pin Dài, Thích Hợp Cho Nữ, Thẩm Mỹ",1731831216121677287,VND,84.560,,,0.0,0,0,8648968480927942119,Hhi15,0,https://www.tiktok.com/shop/vn/pdp/1731831216120563175
audio-video,mp3-mp4-players,1731127497778563179,"MẠCH ĐỌC USB THẺ NHỚ , MẠCH GIẢI MÃ MP3 KHÔNG CÓ BLUTOOTH, CHUYẾN ĐÁNH CHIM ĐÊM, RAO HÀNG",1731127609513969771,VND,58.500,,,0.0,0,13,7495284379311638635,Linh Kiện Âm Thanh HCM,1754754307113,https://www.tiktok.com/shop/vn/pdp/mach-%C4%91oc-the-nho-usb-mach-giai-ma-mp3-khong-bluetooth/1731127497778563179
audio-video,mp3-mp4-players,1731642990393001225,"Máy nghe nhạc MP3, Máy nghe nhạc Cầm Tay có USB, Đa chức năng, Thích hợp cho sinh viên, Máy nghe nhạc bút có thể ghi được",1731642990393132297,VND,122.000,166.853,27%,0.0,0,0,8649263660098028809,toys friendly,1754690520803,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-mp3-cam-tay-co-usb-pin-sac-toi-%C4%91a-4-gio/1731642990393001225
audio-video,mp3-mp4-players,1731218507544955039,"Máy nghe nhạc MP3, TikTok phổ biến, Kích thước nhỏ, Nghe Tiếng Anh, Nghe Mp3mp4, Thích hợp cho thể thao, Lý Tưởng cho sinh viên, Có thể sử dụng bất cứ lúc nào Earphone",1731218499250325663,VND,67.308,,,0.0,0,0,8648170683268957343,cai wenjie3,1754838101268,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-mp3-tiktok-pho-bien-kich-thuoc-nho-the-thao/1731218507544955039
audio-video,mp3-mp4-players,1730692174182844607,"Máy nghe nhạc MP3, Cầm Tay, Thời Trang, Đa Chức Năng, Âm Thanh Không Mất Dữ Liệu, Màn Hình LCD 1,8 Inch, MP3",1730692174182910143,VND,167.867,381.516,56%,0.0,0,6,8647480620551865535,CYBERNOVA,1754841589271,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-mp3-cam-tay-thoi-trang-man-hinh-lcd-18-inch-am-thanh-khong-mat-du-lieu-dung-luong-64g/1730692174182844607
audio-video,mp3-mp4-players,1731218494585735239,"Máy nghe nhạc Cầm Tay mini, dành riêng cho việc nghe MP3 của học sinh, Thích hợp cho học sinh trung học, phổ biến trong tiếng Anh, Walkman, Nghe MP3",1731218466389002311,VND,73.163,,,0.0,0,0,8648175993527829575,cai wenjie1,1754497075028,https://www.tiktok.com/shop/vn/pdp/may-nghe-nhac-cam-tay-mini-thich-hop-cho-hoc-sinh-walkman/1731218494585735239
