date,product_id,product_name,shop_id,platform,category,listed_price,discount_percentage,price_after_discount,rating,review_count,shop_rating,is_campaign_day,is_q4_sale,quantity_sold,revenue
2022-01-03,P0165,VGA RTX 4070 Super,S030,Tiki,Linh kiện PC,7668499.0,0.3,5367949.0,4.5,3829,4.5,False,False,110,590474390.0
2022-01-03,P0003,Apple Watch Ultra 2,S037,Tiki,Thiết bị đeo,7669966.0,0.16,6442771.0,4.8,1731,4.1,False,False,113,728033123.0
2022-01-03,P0144,VGA RTX 4070 Super,S038,TiktokShop,Linh kiện PC,14788247.0,0.33,9908125.0,4.0,1251,4.1,False,False,124,1228607500.0
2022-01-03,P0047,Asus ROG Zephyrus G16 Trắng 128GB,S043,Shopee,Laptop,34786926.0,0.23,26785933.0,4.1,1087,4.6,False,False,78,2089302774.0
2022-01-03,P0130,Pixel 8 Pro Đen 1TB,S047,TiktokShop,Điện thoại,17627051.0,0.33,11810124.0,4.1,1742,4.0,False,False,77,909379548.0
2022-01-03,P0133,VGA RTX 4070 Super,S048,Shopee,Linh kiện PC,8233613.0,0.02,8068941.0,4.4,1512,4.1,False,False,77,621308457.0
2022-01-03,P0092,Dell XPS 13 Bạc 512GB,S050,Shopee,Laptop,29617385.0,0.21,23397734.0,3.8,3015,4.2,False,False,51,1193284434.0
2022-01-04,P0137,SSD Samsung 990 Pro 2TB,S009,TiktokShop,Linh kiện PC,13054582.0,0.32,8877116.0,4.9,2889,4.5,False,False,279,2476715364.0
2022-01-04,P0138,Dell XPS 13 Xanh 256GB,S009,Tiki,Laptop,45541363.0,0.25,34156022.0,3.5,3851,4.1,False,False,22,751432484.0
2022-01-04,P0141,Samsung Galaxy Watch 6,S013,Tiki,Thiết bị đeo,6225836.0,0.2,4980669.0,4.6,4310,4.8,False,False,157,781965033.0
2022-01-04,P0068,Xiaomi Band 8 Pro,S017,Lazada,Thiết bị đeo,16020749.0,0.24,12175769.0,4.2,2169,4.6,False,False,191,2325571879.0
2022-01-04,P0187,iPhone 15 Pro Xanh 256GB,S019,Lazada,Điện thoại,19032804.0,0.09,17319852.0,4.2,4736,4.9,False,False,76,1316308752.0
2022-01-04,P0144,VGA RTX 4070 Super,S021,Shopee,Linh kiện PC,13408875.0,0.04,12872520.0,4.8,4491,4.9,False,False,193,2484396360.0
2022-01-04,P0038,RAM Corsair 32GB DDR5,S024,TiktokShop,Linh kiện PC,9708805.0,0.03,9417541.0,3.5,131,4.7,False,False,87,819326067.0
2022-01-04,P0056,Asus ROG Zephyrus G16 Đen 128GB,S036,Tiki,Laptop,21073537.0,0.06,19809125.0,4.0,25,4.7,False,False,22,435800750.0
2022-01-04,P0149,Lenovo Legion 5i Trắng 1TB,S036,Lazada,Laptop,41962145.0,0.33,28114637.0,4.1,815,4.0,False,False,33,927783021.0
2022-01-04,P0196,Samsung Galaxy Watch 6,S036,Tiki,Thiết bị đeo,12767084.0,0.24,9702984.0,4.8,1351,4.9,False,False,179,1736834136.0
2022-01-04,P0123,Dell XPS 13 Xanh 256GB,S037,Shopee,Laptop,35415066.0,0.08,32581861.0,4.2,159,4.0,False,False,30,977455830.0
2022-01-04,P0094,Dell XPS 13 Bạc 256GB,S042,TiktokShop,Laptop,40218880.0,0.13,34990426.0,3.5,404,4.6,False,False,41,1434607466.0
2022-01-04,P0093,Oppo Reno11 Đen 256GB,S046,Lazada,Điện thoại,27405555.0,0.31,18909833.0,4.8,2404,4.5,False,False,133,2515007789.0
2022-01-04,P0169,iPhone 15 Pro Bạc 1TB,S048,Tiki,Điện thoại,21175279.0,0.38,13128673.0,4.3,2711,4.3,False,False,63,827106399.0
2022-01-04,P0017,Lenovo Legion 5i Trắng 256GB,S050,Lazada,Laptop,49271866.0,0.12,43359242.0,4.2,1431,4.6,False,False,55,2384758310.0
2022-01-05,P0143,CPU Intel Core i7-14700K,S001,Lazada,Linh kiện PC,3987199.0,0.04,3827711.0,4.4,3745,4.2,False,False,76,290906036.0
2022-01-05,P0152,SSD Samsung 990 Pro 2TB,S003,Lazada,Linh kiện PC,2119246.0,0.32,1441087.0,4.9,2098,4.8,False,False,202,291099574.0
2022-01-05,P0169,iPhone 15 Pro Bạc 1TB,S013,Shopee,Điện thoại,20081264.0,0.38,12450384.0,3.9,4979,4.2,False,False,97,1207687248.0
2022-01-05,P0082,Dell XPS 13 Đen 1TB,S016,TiktokShop,Laptop,48298279.0,0.05,45883365.0,4.3,533,4.2,False,False,55,2523585075.0
2022-01-05,P0119,SSD Samsung 990 Pro 2TB,S019,Tiki,Linh kiện PC,11359873.0,0.35,7383917.0,4.8,456,4.6,False,False,112,826998704.0
2022-01-05,P0020,Chuột Logitech MX Master 3S,S022,TiktokShop,Phụ kiện,4147576.0,0.25,3110682.0,4.8,32,4.6,False,False,519,1614443958.0
2022-01-05,P0156,Loa Bluetooth JBL Charge 5,S022,Shopee,Phụ kiện,3006451.0,0.1,2705806.0,4.0,198,5.0,False,False,358,968678548.0
2022-01-05,P0170,Pixel 8 Pro Đen 1TB,S022,TiktokShop,Điện thoại,20840415.0,0.25,15630311.0,4.4,756,4.4,False,False,118,1844376698.0
2022-01-05,P0180,VGA RTX 4070 Super,S024,Tiki,Linh kiện PC,13446161.0,0.2,10756929.0,4.4,113,4.3,False,False,52,559360308.0
2022-01-05,P0169,iPhone 15 Pro Bạc 1TB,S035,Lazada,Điện thoại,19165570.0,0.2,15332456.0,4.7,1173,4.2,False,False,63,965944728.0
2022-01-05,P0071,Loa Bluetooth JBL Charge 5,S041,TiktokShop,Phụ kiện,3692555.0,0.0,3692555.0,4.5,2060,4.4,False,False,358,1321934690.0
2022-01-06,P0178,VGA RTX 4070 Super,S007,TiktokShop,Linh kiện PC,7071276.0,0.34,4667042.0,3.5,4678,4.8,False,False,181,844734602.0
2022-01-06,P0048,VGA RTX 4070 Super,S008,Tiki,Linh kiện PC,8718875.0,0.16,7323855.0,4.4,4310,4.1,False,False,52,380840460.0
2022-01-06,P0025,Lenovo Legion 5i Trắng 256GB,S016,Tiki,Laptop,46534993.0,0.32,31643795.0,4.3,1440,4.6,False,False,53,1677121135.0
2022-01-06,P0158,Samsung S24 Ultra Đen 512GB,S019,Shopee,Điện thoại,16732120.0,0.23,12883732.0,4.0,659,4.3,False,False,80,1030698560.0
2022-01-06,P0123,Dell XPS 13 Xanh 256GB,S023,Tiki,Laptop,36090649.0,0.34,23819828.0,4.2,4972,4.1,False,False,38,905153464.0
2022-01-06,P0164,Apple Watch Ultra 2,S023,Tiki,Thiết bị đeo,18681336.0,0.34,12329682.0,3.8,709,5.0,False,False,157,1935760074.0
2022-01-06,P0065,Samsung Galaxy Watch 6,S034,Tiki,Thiết bị đeo,12198049.0,0.07,11344186.0,3.8,3212,4.6,False,False,76,862158136.0
2022-01-06,P0106,Asus ROG Zephyrus G16 Đen 512GB,S034,Lazada,Laptop,39242574.0,0.03,38065297.0,4.3,2958,4.5,False,False,42,1598742474.0
2022-01-06,P0008,Kính thực tế ảo Meta Quest 3,S038,Lazada,Thiết bị đeo,3756029.0,0.2,3004823.0,3.7,3384,4.3,False,False,126,378607698.0
2022-01-06,P0041,Loa Bluetooth JBL Charge 5,S048,Shopee,Phụ kiện,538211.0,0.18,441333.0,4.8,4050,4.1,False,False,435,191979855.0
2022-01-07,P0039,Oppo Reno11 Trắng 1TB,S005,Tiki,Điện thoại,25046777.0,0.02,24545841.0,4.1,951,5.0,False,False,39,957287799.0
2022-01-07,P0155,Xiaomi 14 Trắng 512GB,S008,Lazada,Điện thoại,26071615.0,0.3,18250130.0,4.3,2442,4.5,False,False,95,1733762350.0
2022-01-07,P0150,Xiaomi 14 Trắng 256GB,S015,Shopee,Điện thoại,22035321.0,0.04,21153908.0,4.5,4231,4.1,False,False,66,1396157928.0
2022-01-07,P0037,Dell XPS 13 Xanh 256GB,S024,Tiki,Laptop,37571517.0,0.06,35317226.0,4.3,776,4.8,False,False,29,1024199554.0
2022-01-07,P0072,Samsung Galaxy Watch 6,S024,TiktokShop,Thiết bị đeo,9903274.0,0.38,6140030.0,4.0,2092,4.8,False,False,347,2130590410.0
2022-01-07,P0048,VGA RTX 4070 Super,S026,Shopee,Linh kiện PC,8825249.0,0.38,5471654.0,4.2,1702,4.8,False,False,216,1181877264.0
2022-01-07,P0006,Mainboard Asus ROG Z790,S028,TiktokShop,Linh kiện PC,1461543.0,0.02,1432312.0,4.1,2055,4.7,False,False,140,200523680.0
2022-01-07,P0086,Pixel 8 Pro Bạc 256GB,S029,Lazada,Điện thoại,31525224.0,0.19,25535431.0,4.2,4882,4.1,False,False,65,1659803015.0
2022-01-07,P0191,Loa Bluetooth JBL Charge 5,S033,Shopee,Phụ kiện,5086152.0,0.22,3967199.0,3.5,2428,4.9,False,False,446,1769370754.0
2022-01-07,P0079,Chuột Logitech MX Master 3S,S034,TiktokShop,Phụ kiện,3319285.0,0.02,3252899.0,4.9,2484,4.2,False,False,475,1545127025.0
2022-01-07,P0126,Apple Watch Ultra 2,S037,Shopee,Thiết bị đeo,17198405.0,0.0,17198405.0,4.6,3163,4.8,False,False,244,4196410820.0
2022-01-07,P0051,Samsung S24 Ultra Đen 256GB,S038,Shopee,Điện thoại,22200213.0,0.17,18426177.0,3.7,1901,4.1,False,False,46,847604142.0
2022-01-07,P0079,Chuột Logitech MX Master 3S,S039,Shopee,Phụ kiện,3465808.0,0.31,2391408.0,4.0,2837,4.8,False,False,445,1064176560.0
2022-01-07,P0079,Chuột Logitech MX Master 3S,S039,Tiki,Phụ kiện,3308500.0,0.03,3209245.0,3.7,3941,4.3,False,False,110,353016950.0
2022-01-07,P0130,Pixel 8 Pro Đen 1TB,S040,Tiki,Điện thoại,17435829.0,0.26,12902513.0,4.6,1986,4.0,False,False,43,554808059.0
2022-01-07,P0068,Xiaomi Band 8 Pro,S041,Lazada,Thiết bị đeo,15812099.0,0.34,10435985.0,3.7,4234,5.0,False,False,218,2275044730.0
2022-01-07,P0015,Garmin Fenix 7,S043,TiktokShop,Thiết bị đeo,11074485.0,0.12,9745547.0,4.0,1879,4.3,False,False,182,1773689554.0
2022-01-07,P0029,Xiaomi Band 8 Pro,S043,TiktokShop,Thiết bị đeo,8858252.0,0.2,7086602.0,4.8,1951,4.3,False,False,369,2614956138.0
2022-01-08,P0152,SSD Samsung 990 Pro 2TB,S001,Tiki,Linh kiện PC,2179942.0,0.26,1613157.0,3.6,2909,4.2,False,False,48,77431536.0
2022-01-08,P0149,Lenovo Legion 5i Trắng 1TB,S005,TiktokShop,Laptop,40110746.0,0.34,26473092.0,3.6,3313,4.3,False,False,67,1773697164.0
2022-01-08,P0025,Lenovo Legion 5i Trắng 256GB,S011,Tiki,Laptop,46661525.0,0.09,42461988.0,4.4,207,4.1,False,False,21,891701748.0
2022-01-08,P0071,Loa Bluetooth JBL Charge 5,S012,TiktokShop,Phụ kiện,3551394.0,0.35,2308406.0,4.3,1273,4.7,False,False,854,1971378724.0
2022-01-08,P0109,Pixel 8 Pro Xanh 128GB,S012,Tiki,Điện thoại,27709144.0,0.18,22721498.0,5.0,2468,4.9,False,False,82,1863162836.0
2022-01-08,P0146,Lenovo Legion 5i Xanh 128GB,S016,TiktokShop,Laptop,39270339.0,0.22,30630864.0,3.7,481,4.5,False,False,59,1807220976.0
2022-01-08,P0053,Lenovo Legion 5i Bạc 256GB,S019,Shopee,Laptop,47272022.0,0.04,45381141.0,3.6,441,4.8,False,False,51,2314438191.0
2022-01-08,P0143,CPU Intel Core i7-14700K,S019,Lazada,Linh kiện PC,4063392.0,0.37,2559937.0,4.8,4890,4.5,False,False,185,473588345.0
2022-01-08,P0119,SSD Samsung 990 Pro 2TB,S020,Tiki,Linh kiện PC,11823356.0,0.16,9931619.0,4.7,634,4.8,False,False,99,983230281.0
2022-01-08,P0094,Dell XPS 13 Bạc 256GB,S022,Lazada,Laptop,41458068.0,0.1,37312261.0,5.0,4893,4.4,False,False,68,2537233748.0
2022-01-08,P0102,MacBook Pro 14 M3 Đen 512GB,S042,TiktokShop,Laptop,24675496.0,0.37,15545562.0,3.9,1635,4.6,False,False,81,1259190522.0
2022-01-08,P0082,Dell XPS 13 Đen 1TB,S044,Tiki,Laptop,49903879.0,0.39,30441366.0,3.7,4953,5.0,False,False,55,1674275130.0
2022-01-08,P0098,iPhone 15 Pro Bạc 512GB,S045,Tiki,Điện thoại,21389766.0,0.07,19892482.0,4.1,3745,4.7,False,False,41,815591762.0
2022-01-08,P0185,Sạc Anker 65W,S045,TiktokShop,Phụ kiện,2813104.0,0.23,2166090.0,4.2,3560,4.3,False,False,518,1122034620.0
2022-01-08,P0105,SSD Samsung 990 Pro 2TB,S050,Lazada,Linh kiện PC,2428689.0,0.21,1918664.0,4.1,1428,4.5,False,False,93,178435752.0
2022-01-09,P0099,Sạc Anker 65W,S008,Lazada,Phụ kiện,2148248.0,0.4,1288949.0,4.8,3284,4.8,False,False,723,931910127.0
2022-01-09,P0120,HP Envy x360 Xanh 1TB,S015,Tiki,Laptop,45108551.0,0.1,40597696.0,4.8,4606,4.7,False,False,51,2070482496.0
2022-01-09,P0148,SSD Samsung 990 Pro 2TB,S016,TiktokShop,Linh kiện PC,12713781.0,0.22,9916749.0,3.8,2654,4.0,False,False,83,823090167.0
2022-01-09,P0041,Loa Bluetooth JBL Charge 5,S018,Lazada,Phụ kiện,520143.0,0.03,504539.0,4.9,391,5.0,False,False,414,208879146.0
2022-01-09,P0019,Samsung Galaxy Watch 6,S022,Tiki,Thiết bị đeo,15492649.0,0.04,14872943.0,4.5,3890,4.3,False,False,98,1457548414.0
2022-01-09,P0108,Pixel 8 Pro Xanh 1TB,S026,TiktokShop,Điện thoại,19220382.0,0.18,15760713.0,5.0,4038,4.6,False,False,151,2379867663.0
2022-01-09,P0035,MacBook Pro 14 M3 Đen 512GB,S027,Lazada,Laptop,38116154.0,0.38,23632015.0,4.6,3897,4.5,False,False,98,2315937470.0
2022-01-09,P0102,MacBook Pro 14 M3 Đen 512GB,S028,Tiki,Laptop,25909702.0,0.4,15545821.0,4.0,4202,4.8,False,False,55,855020155.0
2022-01-09,P0065,Samsung Galaxy Watch 6,S029,Tiki,Thiết bị đeo,12277411.0,0.27,8962510.0,4.1,3945,4.6,False,False,146,1308526460.0
2022-01-09,P0126,Apple Watch Ultra 2,S033,Lazada,Thiết bị đeo,17223809.0,0.25,12917857.0,4.0,1112,4.7,False,False,201,2596489257.0
2022-01-09,P0200,Chuột Logitech MX Master 3S,S039,Shopee,Phụ kiện,2906758.0,0.3,2034731.0,4.0,2678,4.3,False,False,406,826100786.0
2022-01-09,P0163,Sạc Anker 65W,S043,Lazada,Phụ kiện,2459862.0,0.2,1967890.0,4.6,1451,4.9,False,False,502,987880780.0
2022-01-09,P0071,Loa Bluetooth JBL Charge 5,S045,TiktokShop,Phụ kiện,3818360.0,0.13,3321973.0,4.2,3846,4.6,False,False,525,1744035825.0
2022-01-09,P0097,Lenovo Legion 5i Trắng 1TB,S048,Lazada,Laptop,44910470.0,0.09,40868528.0,4.1,353,4.5,False,False,37,1512135536.0
2022-01-10,P0042,CPU Intel Core i7-14700K,S002,Shopee,Linh kiện PC,8333260.0,0.08,7666599.0,4.0,2106,4.6,False,False,109,835659291.0
2022-01-10,P0190,Lenovo Legion 5i Trắng 256GB,S003,TiktokShop,Laptop,39444363.0,0.36,25244392.0,5.0,808,4.8,False,False,157,3963369544.0
2022-01-10,P0193,Tai nghe Sony WF-1000XM5,S004,TiktokShop,Phụ kiện,980629.0,0.28,706053.0,3.6,1647,4.5,False,False,493,348084129.0
2022-01-10,P0103,Bàn phím Keychron Q1,S008,TiktokShop,Phụ kiện,1966423.0,0.0,1966423.0,4.4,4954,4.2,False,False,362,711845126.0
2022-01-10,P0140,Mainboard Asus ROG Z790,S008,Shopee,Linh kiện PC,1011187.0,0.29,717943.0,3.8,4360,4.3,False,False,96,68922528.0
2022-01-10,P0011,Dell XPS 13 Trắng 256GB,S013,Lazada,Laptop,44769291.0,0.13,38949283.0,3.9,915,4.9,False,False,54,2103261282.0
2022-01-10,P0047,Asus ROG Zephyrus G16 Trắng 128GB,S024,TiktokShop,Laptop,35311584.0,0.07,32839773.0,4.8,1738,4.6,False,False,93,3054098889.0
2022-01-10,P0141,Samsung Galaxy Watch 6,S027,TiktokShop,Thiết bị đeo,6001027.0,0.03,5820996.0,4.9,4799,4.3,False,False,245,1426144020.0
2022-01-10,P0076,Loa Bluetooth JBL Charge 5,S028,TiktokShop,Phụ kiện,5648227.0,0.29,4010241.0,4.3,4791,4.4,False,False,598,2398124118.0
2022-01-10,P0145,Dell XPS 13 Bạc 256GB,S034,Lazada,Laptop,45837683.0,0.34,30252871.0,4.6,6,4.6,False,False,54,1633655034.0
2022-01-10,P0180,VGA RTX 4070 Super,S038,Shopee,Linh kiện PC,13657624.0,0.07,12701590.0,4.4,1492,5.0,False,False,171,2171971890.0
2022-01-10,P0197,Pixel 8 Pro Trắng 512GB,S040,Tiki,Điện thoại,30117489.0,0.09,27406915.0,4.0,2886,4.5,False,False,34,931835110.0
2022-01-10,P0102,MacBook Pro 14 M3 Đen 512GB,S041,Tiki,Laptop,24531132.0,0.01,24285821.0,3.8,553,4.5,False,False,17,412858957.0
2022-01-10,P0183,Xiaomi 14 Đen 512GB,S048,Shopee,Điện thoại,24964284.0,0.28,17974284.0,4.3,4028,4.3,False,False,85,1527814140.0
2022-01-10,P0009,Sạc Anker 65W,S049,Lazada,Phụ kiện,5963581.0,0.03,5784674.0,4.4,1315,4.4,False,False,293,1694909482.0
2022-01-10,P0169,iPhone 15 Pro Bạc 1TB,S049,Tiki,Điện thoại,19955976.0,0.01,19756416.0,4.5,3280,4.8,False,False,46,908795136.0
2022-01-11,P0026,Samsung Galaxy Watch 6,S008,TiktokShop,Thiết bị đeo,10667512.0,0.24,8107309.0,4.2,2766,4.8,False,False,319,2586231571.0
2022-01-11,P0002,HP Envy x360 Xanh 128GB,S014,TiktokShop,Laptop,34209937.0,0.24,25999552.0,4.9,843,4.2,False,False,93,2417958336.0
2022-01-11,P0017,Lenovo Legion 5i Trắng 256GB,S018,TiktokShop,Laptop,52383846.0,0.05,49764654.0,3.9,3357,4.1,False,False,42,2090115468.0
2022-01-11,P0156,Loa Bluetooth JBL Charge 5,S018,TiktokShop,Phụ kiện,2963860.0,0.13,2578558.0,4.6,3498,4.6,False,False,691,1781783578.0
2022-01-11,P0063,Samsung Galaxy Watch 6,S023,Lazada,Thiết bị đeo,19310146.0,0.12,16992928.0,4.6,3968,4.9,False,False,264,4486132992.0
2022-01-11,P0125,Garmin Fenix 7,S029,Tiki,Thiết bị đeo,1778167.0,0.36,1138027.0,4.2,722,4.5,False,False,136,154771672.0
2022-01-11,P0198,Kính thực tế ảo Meta Quest 3,S030,TiktokShop,Thiết bị đeo,9985782.0,0.33,6690474.0,4.7,817,4.8,False,False,484,3238189416.0
2022-01-11,P0069,Oppo Reno11 Bạc 128GB,S032,Tiki,Điện thoại,20533635.0,0.02,20122962.0,3.6,39,4.1,False,False,15,301844430.0
2022-01-11,P0096,Sạc Anker 65W,S032,Shopee,Phụ kiện,4846775.0,0.4,2908065.0,4.0,3769,4.2,False,False,408,1186490520.0
2022-01-11,P0100,Lenovo Legion 5i Đen 256GB,S033,Tiki,Laptop,38260432.0,0.21,30225741.0,4.6,1747,4.2,False,False,32,967223712.0
2022-01-11,P0103,Bàn phím Keychron Q1,S033,Shopee,Phụ kiện,2009720.0,0.27,1467096.0,4.6,1135,4.1,False,False,434,636719664.0
2022-01-11,P0135,HP Envy x360 Xanh 1TB,S035,TiktokShop,Laptop,26819031.0,0.37,16895990.0,4.5,2026,4.2,False,False,99,1672703010.0
2022-01-12,P0147,Asus ROG Zephyrus G16 Xanh 512GB,S003,Shopee,Laptop,47206307.0,0.31,32572352.0,4.3,4788,4.9,False,False,103,3354952256.0
2022-01-12,P0032,RAM Corsair 32GB DDR5,S004,TiktokShop,Linh kiện PC,2394106.0,0.39,1460405.0,4.6,1542,4.8,False,False,267,389928135.0
2022-01-12,P0150,Xiaomi 14 Trắng 256GB,S009,Shopee,Điện thoại,23011535.0,0.06,21630843.0,3.6,2774,4.6,False,False,59,1276219737.0
2022-01-12,P0167,CPU Intel Core i7-14700K,S009,Shopee,Linh kiện PC,9057368.0,0.22,7064747.0,4.4,3228,4.1,False,False,127,897222869.0
2022-01-12,P0125,Garmin Fenix 7,S011,Shopee,Thiết bị đeo,1945399.0,0.33,1303417.0,4.0,1428,4.3,False,False,223,290661991.0
2022-01-12,P0073,Mainboard Asus ROG Z790,S019,Lazada,Linh kiện PC,13189387.0,0.06,12398024.0,4.8,4526,4.8,False,False,155,1921693720.0
2022-01-12,P0082,Dell XPS 13 Đen 1TB,S020,TiktokShop,Laptop,49016012.0,0.24,37252169.0,4.9,3550,4.3,False,False,115,4283999435.0
2022-01-12,P0094,Dell XPS 13 Bạc 256GB,S024,Tiki,Laptop,40988899.0,0.13,35660342.0,4.8,2975,4.5,False,False,48,1711696416.0
2022-01-12,P0110,Chuột Logitech MX Master 3S,S025,TiktokShop,Phụ kiện,2929727.0,0.39,1787133.0,3.7,2810,4.3,False,False,455,813145515.0
2022-01-12,P0135,HP Envy x360 Xanh 1TB,S048,Tiki,Laptop,26299328.0,0.36,16831570.0,4.6,900,4.8,False,False,73,1228704610.0
2022-01-13,P0144,VGA RTX 4070 Super,S002,Shopee,Linh kiện PC,13894867.0,0.28,10004304.0,3.8,4531,4.2,False,False,107,1070460528.0
2022-01-13,P0012,VGA RTX 4070 Super,S008,Tiki,Linh kiện PC,12999692.0,0.01,12869695.0,3.6,2573,4.5,False,False,35,450439325.0
2022-01-13,P0123,Dell XPS 13 Xanh 256GB,S008,Tiki,Laptop,37474202.0,0.06,35225750.0,4.5,2188,4.3,False,False,30,1056772500.0
