category,sub_category,product_id,title,sku_id,sale_price,origin_price,discount,score,review_count,sold_count,seller_id,shop_name,updated_at,canonical_url,updated_at_dt,update_year_month,update_weekday
mobile-phone-accessories,phone-holders-mounts,1732227952036775743,"Miếng Dán Cốc Hút Gắn Tường, Hình Que Gắn Điện Thoại, Chống Trượt, Giá Đỡ Điện Thoại Cầm Tay Và Di Chuyển, Hình Vuông, Có 24 Cốc Hút Silicon",1732227952036841279,17020,17020.0,0.0,4.0,8,301,8651369649855498047,SHY126,1756044744154,https://www.tiktok.com/shop/vn/pdp/mieng-dan-coc-hut-%C4%91ien-thoai-di-%C4%91ong-chong-truot-24-coc-hut/1732227952036775743,2025-08-24 14:12:24.154,2025-08,Sunday
mobile-phone-accessories,phone-holders-mounts,1729668727778478347,"Giá đỡ điện thoại dạng nhẫn đeo tay trong suốt siêu bền/ Vòng Nhẫn Xỏ Ngón Kiêm Giá Đỡ Điện Thoại/ Iring, popsocket Cao Su Kem Phụ Kiện",1729709252487055627,14000,20000.0,30.0,5.0,46,495,7494970721731578123,Phụ kiện KOD,1754583073106,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-dang-nhan-%C4%91eo-tay-trong-suot-sieu-ben-iring-popsocket/1729668727778478347,2025-08-07 16:11:13.106,2025-08,Thursday
mobile-phone-accessories,phone-holders-mounts,1731652569166874497,"Giá Đỡ Điện Thoại, Magsafe, Kim Loại, Hút Từ Tính Mạnh, Xoay 360 °, Vòng Gấp, Chất Liệu Hợp Kim, Cầm Tay, Thích Hợp Để Sử Dụng Máy Tính Để Bàn, Thiết Kế Sáng Tạo",1731652569166940033,59631,119261.0,50.0,0.0,0,2,8648432523826595713,MAE7BGHG1L,0,https://www.tiktok.com/shop/vn/pdp/1731652569166874497,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,phone-holders-mounts,1732550571948410012,Popsocket giá đỡ điện thoại in theo yêu cầu hình tự chọn griptok in theo yêu câu- Én decor,1732550597179245724,19000,19000.0,0.0,5.0,1,18,7496038555322386588,Én decor 02,1758464523198,https://www.tiktok.com/shop/vn/pdp/popsocket-gia-%C4%91o-%C4%91ien-thoai-in-theo-yeu-cau-hinh-tu-chon-griptok/1732550571948410012,2025-09-21 14:22:03.198,2025-09,Sunday
mobile-phone-accessories,phone-holders-mounts,1732876071486325916,Ppo | Griptok Popsocket Giá đỡ điện thoại 5cm nlp shop Móc khoá mica - Xưởng in Én decor,1732876173383402652,19000,19000.0,0.0,4.6,8,44,7496038555322386588,Én decor 02,0,https://www.tiktok.com/shop/vn/pdp/1732876071486325916,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,phone-holders-mounts,1731958407427949999,"Giá Chân Đế Điện Thoại Di Động Để Bàn Bằng Kim Loại, K93, Xoay 360 °, Gấp Gọn Và Đa Chức Năng, Cầm Tay, Thích Hợp Để Phát Sóng Trực Tiếp Lười Biếng, Phim Truyền Hình, Học Tập Và Làm Việc, Có [Thanh Toán Khi Nhận Hàng]",1731958407428015535,80893,115562.0,30.0,4.3,9,103,8649373050894321071,jieyoushumakeji,0,https://www.tiktok.com/shop/vn/pdp/1731958407427949999,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,phone-holders-mounts,1730716191806163710,giá đỡ điện thoại xe winner x v2 v3 mặt kẹp bấm 513,1730716231371033342,50000,50000.0,0.0,4.3,7,67,7494974921014676222,shop phụ kiện TVT,1754582056452,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-tren-xe-winner-x-v2-v3-kep-bam-chac-chan/1730716191806163710,2025-08-07 15:54:16.452,2025-08,Thursday
mobile-phone-accessories,phone-holders-mounts,1730183666212440974,"Giá đỡ điện thoại T9 Có Tăng Giảm Chiều Cao, Dễ Dàng Gấp Gọn, Chất Nhựa Chắc Bền Nhiều Màu",1730185395931089806,6800,9900.0,31.0,4.5,2156,22950,7495365999685962638,Linh kiện SG tool,1754754386074,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-t9-%C4%91ieu-chinh-%C4%91o-cao-thiet-ke-gap-gon-tien-loi/1730183666212440974,2025-08-09 15:46:26.074,2025-08,Saturday
mobile-phone-accessories,phone-holders-mounts,1729778902705342639,Giá Đỡ Điện Thoại Trên Ô Tô C13 Kiêm Sạc Không Dây Thiết Kế Khe Gió Phụ Kiện Phone Phụ Tùng Kem,1729865784724719791,229000,379000.0,40.0,4.7,258,3135,7494790140334934191,GCAR.STORE,1754753245177,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-o-to-c13-kiem-sac-nhanh-thiet-ke-thoi-trang/1729778902705342639,2025-08-09 15:27:25.177,2025-08,Saturday
mobile-phone-accessories,cases-screen-protectors-stickers,1729828462951106788,"Kính Cường Lực iPhone Khung Tự Dán, Tự Hút Bụi, Chống Nhìn Trộm, Full Màn - Ốp lưng iPhone X/XS/11/12/13/14/15/16/17/Pro/Max",1732245591471982820,24900,60000.0,59.0,4.4,1080,8859,7495071498269133028,Shin Case - Phụ kiện iphone,1754758128926,https://www.tiktok.com/shop/vn/pdp/kinh-cuong-luc-iphone-tu-dan-chong-soc-bui-nhieu-mau/1729828462951106788,2025-08-09 16:48:48.926,2025-08,Saturday
mobile-phone-accessories,cases-screen-protectors-stickers,1731879580648442720,Ốp Lưng IPhone 17 15 13 16 11 12 14 Pro Max XR 15 16 7 8 6 Plus X XS Max Sang Trọng Trong Suốt Đơn Giản Trong Suốt,1731879657450539872,18900,25000.0,24.0,4.6,763,9671,7496062774682422112,babycasevn,1755011960300,https://www.tiktok.com/shop/vn/pdp/vo-%C4%91ien-thoai-tpu-mem-cho-iphone-series-thiet-ke-thoi-trang/1731879580648442720,2025-08-12 15:19:20.300,2025-08,Tuesday
mobile-phone-accessories,cases-screen-protectors-stickers,1729850618522732588,"Ốp Lưng iPhone, Tương Thích Với 17, 17Pro, 17Promax, 11, 12, 7plus, 11Promax, 15Pro, 13Pro, 14, 11Pro, 16Promax, 16, Thiết Kế Đơn Giản, Màu Xanh Dương Trong Suốt, Chống Sốc, Bảo Vệ, Vỏ Mềm, Bảo Vệ Màng Ống Kính Tích Hợp",1729850618522798124,39690,49000.0,19.0,4.7,11609,142560,8646969727354831916,Excellent phone case,1754843668559,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-mau-xanh-duong-trong-suot-mem-mai-bao-ve-camera-tich-hop/1729850618522732588,2025-08-10 16:34:28.559,2025-08,Sunday
mobile-phone-accessories,cases-screen-protectors-stickers,1732708229058496143,"Ốp Vòng Tay Kitty Nơ, Thích Hợp Cho Samsung A36, A30, A30s, A14, A15, A35, A05S, A16, A12, A26, A34, A54, A56, A51, A06, A55, A25, A52s, A04s, A53, A03, A11, A52, A04, A20, A13, A31, A33, A22, A24, A50, A23",1732708181667645071,18999,25000.0,24.0,4.8,22,183,8647069641209382543,picca case,1759587916550,https://www.tiktok.com/shop/vn/pdp/op-lung-%C4%91ien-thoai-kitty-no-cho-samsung-a-series-thiet-ke-%C4%91ang-yeu/1732708229058496143,2025-10-04 14:25:16.550,2025-10,Saturday
mobile-phone-accessories,cases-screen-protectors-stickers,1732147568134817328,"Kính Cường Lực tự Hút bụi khung tự dán rút Chống Nhìn Trộm, siêu trong suốt cho iPhone Black Arriow (mua 2 kính tặng 1 mèo)",1732147801997477424,13720,28000.0,51.0,3.9,53,1205,7496116004042148400,Xưởng Siêu Deal,1755011262340,https://www.tiktok.com/shop/vn/pdp/kinh-cuong-luc-sieu-trong-suot-cho-iphone-bao-ve-man-hinh/1732147568134817328,2025-08-12 15:07:42.340,2025-08,Tuesday
mobile-phone-accessories,cases-screen-protectors-stickers,1731399122220910912,"Ốp Lưng IPhone Họa Tiết Mèo Dingdang, Thiết Kế Thời Trang Hoạt Hình, Tương Thích Với IP 11 / 16 / 15 / 14 / 13 / 12 / Pro Max 7 / 8 Plus XSMAX X XR SE2020, Ốp Mềm Silicon, Cung Cấp Sự Bảo Vệ Tuyệt Đối",1731399116841847104,39000,39000.0,0.0,4.5,169,2302,8647879683381888320,Picture Case,1754758239850,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-hoa-tiet-meo-dingdang-silicon-mem-mai/1731399122220910912,2025-08-09 16:50:39.850,2025-08,Saturday
mobile-phone-accessories,cases-screen-protectors-stickers,1729780570982156452,"Vỏ từ tính cho iPhone , 11, 12, 13, 14, 15 Pro Max, vỏ sạc không dây cho iPhone , 8, X, XS , XR, XS MAX, 12MINI, 13, Ốp Điện Thoạinam châm MINI",1729780570982221988,23800,44500.0,47.0,4.5,1689,24944,8646920629503558820,vnqd3c,0,https://www.tiktok.com/shop/vn/pdp/1729780570982156452,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,cases-screen-protectors-stickers,1729812082050304365,"Ốp Điện Thoại Silicon Mềm, Ốp Màu Pastel, Dành Cho iPhone 15, 11, 12, 13, 14, Pro Max, X, XS MAX, XR, Thời Trang, Có Bảo Vệ Ống Kính Dopamine, Ốp Ốp Lưng Sốc",1729812082050369901,17800,30000.0,41.0,4.4,22,474,8647100086566552941,JISU,0,https://www.tiktok.com/shop/vn/pdp/1729812082050304365,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,cases-screen-protectors-stickers,1731098093641697508,"Ốp Lưng iPhone Silicon Trong Suốt Mềm Chống Sốc, Cao Cấp Bảo Vệ Camera - iP 7/8/Plus/X/XS/11/12/13/14/15/16/17/Pro/Max",1731098142230874340,9900,15000.0,34.0,4.1,217,3333,7495071498269133028,Shin Case - Phụ kiện iphone,1754844863579,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-silicon-trong-suot-mem-chong-soc-bao-ve-camera/1731098093641697508,2025-08-10 16:54:23.579,2025-08,Sunday
mobile-phone-accessories,cases-screen-protectors-stickers,1731605232613229694,[WEKOME x Luongtoanthang712] DEAL ĐỘC QUYỀN  Cường Lực KigKong Hộp Sắt WK DESIG WTP 038 / WTP 081 / WTP 126,1731605396656784510,366000,366000.0,0.0,4.7,1544,22219,7495050543421425790,WEKOME STORE,1755015413902,https://www.tiktok.com/shop/vn/pdp/mieng-dan-man-hinh-%C4%91ien-thoai-kinh-cuong-luc-full-man-wk/1731605232613229694,2025-08-12 16:16:53.902,2025-08,Tuesday
mobile-phone-accessories,cases-screen-protectors-stickers,1731202809416418416,"Phát Sáng 3d, Phim Khung Phát Sáng, Phim Lưng, Chống Trầy Xước, Chống Vân Tay, Tương Thích Với iPhone 12 / 13 / 14 / 15 / 17 / 17air / 17pro / 17pro Max / 16 Pro Max / 16plus / 16 Series, Ưu Đãi Trong Thời Gian Có Hạn",1731202809416615024,102850,144408.0,29.0,4.3,579,9618,8649143410351637616,Aosili,1754757342105,https://www.tiktok.com/shop/vn/pdp/phim-lung-3d-cho-iphone-12-16-pro-max-chong-tray-xuoc/1731202809416418416,2025-08-09 16:35:42.105,2025-08,Saturday
mobile-phone-accessories,cases-screen-protectors-stickers,1732020749561727094,"Ốp Điện Thoại Apple, Thiết Kế Mắt Trừu Tượng Sáng Tạo, Tương Thích Với iPhone 16ProMax, iPhone15 / 14 / 13 / 12, Chất Liệu Thạch, Kiểu 11",1732020703237671030,17421,60071.0,71.0,4.4,26,537,8649079278411416694,Tidalshellzz,1754497862382,https://www.tiktok.com/shop/vn/pdp/op-%C4%91ien-thoai-iphone-16promax-mat-truu-tuong-sang-tao-chat-lieu-thach-tuong-thich-iphone-15-14-/1732020749561727094,2025-08-06 16:31:02.382,2025-08,Wednesday
mobile-phone-accessories,cases-screen-protectors-stickers,1730804154918734635,"Ốp Silicon Mềm Lì Siêu Mỏng, Thiết Kế Sang Trọng, Độ Dày 0.3Mm, Tương Thích Với iPhone 16, 15, 14, 13, 12, 11, Pro Max, Plus Và Mini, Ốp Lưng TPU Nhám Trong Suốt",1730804131329313579,12905,33035.0,61.0,4.6,2586,34019,8647737425359701803,VICHENG,1754756212162,https://www.tiktok.com/shop/vn/pdp/op-silicon-mem-li-sieu-mong-cho-iphone-0-3mm-sang-trong-chong-van-tay/1730804154918734635,2025-08-09 16:16:52.162,2025-08,Saturday
mobile-phone-accessories,cases-screen-protectors-stickers,1729641290356984615,"[Có ốp IP17] Ốp lưng Likgus trong suốt dành cho iPhone, Viền dẻo chống sốc, mặt lưng trong cứng chống ố, giúp bảo vệ điện thoại khỏi va đập và trầy xước Phụ Kiện",1729641798307384103,77000,90000.0,14.0,4.8,4296,43358,7494641343999085351,Phụ kiện Thaovn,1754751495744,https://www.tiktok.com/shop/vn/pdp/op-lung-likgus-trong-suot-cho-iphone-chong-soc-o-yellow/1729641290356984615,2025-08-09 14:58:15.744,2025-08,Saturday
mobile-phone-accessories,cases-screen-protectors-stickers,1732516335243199515,"Ốp Lì Nano Kính, Chính Hãng, Dành Cho iPhone 17, Air 16, 15, 14, 13, Pro Max, 17Pro, Từ Tính, Có Sạc Không Dây Magsafe, Áo Giáp Funda",1732516335243265051,119000,168960.0,30.0,4.8,13,279,8650648607699338267,BUBUYIER,1758464535497,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-17-16-15-14-13-pro-max-thiet-ke-%C4%91ep-ben/1732516335243199515,2025-09-21 14:22:15.497,2025-09,Sunday
mobile-phone-accessories,cases-screen-protectors-stickers,1729632749357730245,[5 cái+1 quà tặng]- Ốp Lưng IPhone ngẫu nhiên- Takico Phụ Kiện,1732821465021253061,49990,49990.0,0.0,4.7,6037,57436,7494717440267094469,TAKICO Store,1754578296379,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-thanh-ly-phu-kien-takico-cho-%C4%91ien-thoai/1729632749357730245,2025-08-07 14:51:36.379,2025-08,Thursday
mobile-phone-accessories,cases-screen-protectors-stickers,1731554377213969503,"Ốp Cho iPhone 6, 6S, 7, 8 Plus, Ốp Điện Thoại TPU, Chống Sốc, Thiết Kế Mới, Nắp Phụ Kiện Nơ Tình Yêu, SZ02, 2025",1731554377214035039,19920,62249.0,68.0,4.3,29,476,8650131520156304479,WX1999,1754416112380,https://www.tiktok.com/shop/vn/pdp/op-tpu-chong-soc-cho-iphone-6-6s-7-8-plus-nap-no-tinh-yeu/1731554377213969503,2025-08-05 17:48:32.380,2025-08,Tuesday
mobile-phone-accessories,cases-screen-protectors-stickers,1730992815860124513,"[Dành Cho iPhone 17 - 11] Ốp magsafe SLIM ViGear siêu mỏng chỉ 0.9mm, từ tính dành cho điện thoại siêu mỏng, nhựa cứng, lì sang trọng",1730992844320443233,59000,100000.0,41.0,4.5,5687,73220,7495104080894987105,Vigear,1754579768902,https://www.tiktok.com/shop/vn/pdp/op-magsafe-slim-vigear-sieu-mong-0-9mm-tuong-thich-iphone-11-16-pro-max/1730992815860124513,2025-08-07 15:16:08.902,2025-08,Thursday
mobile-phone-accessories,cases-screen-protectors-stickers,1729544390189746838,Kính cường Lực Trong Suốt Dành Cho Iphone Xs max 14 ProMax 11 Pro max 13 Pro max 7 Plus 8 Plus X Xs 12 Pro max 15 16 Pro Max 6 6s không full,1730004515346418326,1950,5000.0,61.0,4.5,352,4844,7494787702458124950,shop phụ kiện SKY,0,https://www.tiktok.com/shop/vn/pdp/1729544390189746838,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,cases-screen-protectors-stickers,1730834764560435364,Vỏ bảo vệ điện thoại cứng trong suốt Tương thích với iPhone 16 15 14 13 12 Pro Max Plus,1730834753702824100,25000,40000.0,38.0,4.3,4689,60418,8646920629503558820,vnqd3c,0,https://www.tiktok.com/shop/vn/pdp/1730834764560435364,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,cables-chargers-adapters,1731893416885061359,Sạc nhanh không dây Ugreen Magsafe 15W Max Mganetic cho iPhone 16 Pro Max 15/ 14 / 13 / 12,1731893424678143727,88000,158000.0,44.0,4.0,37,464,8648304257030194927,XLink,1754841598311,https://www.tiktok.com/shop/vn/pdp/sac-khong-day-ugreen-magsafe-15w-cho-iphone-16-15-14-13-12-airpods-pro/1731893416885061359,2025-08-10 15:59:58.311,2025-08,Sunday
mobile-phone-accessories,cables-chargers-adapters,1729789107265964225,"Bộ củ, cáp sạc nhanh dù 20w tuyec -C to lai ning dành cho dòng ip bản chân tròn, sạc  nhanh cho Điện thoại từ 8 đến 14prm, sạc 30 phút lên 50%,Bảo hành 6 tháng",1729789107266029761,119000,119000.0,0.0,4.8,872,10305,7495357512646166721,phụ kiện điện thoại 008,1755101631583,https://www.tiktok.com/shop/vn/pdp/bo-cu-cap-sac-nhanh-du-20w-type-c-lightning-sac-50-30-phut/1729789107265964225,2025-08-13 16:13:51.583,2025-08,Wednesday
mobile-phone-accessories,cables-chargers-adapters,1732307428399023527,"Cáp Sạc Giá Rẻ Kèm Theo - 2, Sản Phẩm",1732307428610377127,10000,10000.0,0.0,0.0,0,414,7495879816569194919,gia dụng thông minh 54,1756652750516,https://www.tiktok.com/shop/vn/pdp/cap-sac-gia-re-kem-theo-dai-20cm-phu-kien-%C4%91ien-thoai-laptop/1732307428399023527,2025-08-31 15:05:50.516,2025-08,Sunday
mobile-phone-accessories,cables-chargers-adapters,1731653684634093680,"Sạc nhanh dành cho iPhone 20w: dây dài 1.5m, C to L, C to C, sạc nhanh từ iP X - 16 Pro Max, dây bọc dù, củ sạc GAN 20W - ViGEAR",1731653754029443184,89000,149000.0,40.0,4.5,170,2136,7494537182149576816,Pikapi Store,1755101173429,https://www.tiktok.com/shop/vn/pdp/sac-nhanh-iphone-20w-dai-1-5m-cong-c-to-l-c-to-c-gan/1731653684634093680,2025-08-13 16:06:13.429,2025-08,Wednesday
mobile-phone-accessories,cables-chargers-adapters,1729567164703934831,Cáp sạc nhanh PD20W bọc dù bền đẹp 1m/2m/3m Type-C to L Hoco X14-Hoco X56 Phụ Kiện Sạc Điện Thoại capsacnhanh  20w,1729692768401000815,74100,90000.0,18.0,4.6,385,3826,7494537679024261487,Phụ Kiện Điện Thoại Hoco VN,0,https://www.tiktok.com/shop/vn/pdp/1729567164703934831,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,cables-chargers-adapters,1731772385326761119,"Cáp sạc nhanh Type C - Lightning 20W dài 1M cho IP 5,6,7,8. plus x. xs.max 11 12 13 14 promax",1731772417745978527,47025,99000.0,53.0,4.7,74,980,7495530164574521503,NĐ Store VN,1754577452433,https://www.tiktok.com/shop/vn/pdp/cap-sac-nhanh-type-c-lightning-20w-1m-cho-ip-5-14-sac-an-toan-bao-hanh-12-thang/1731772385326761119,2025-08-07 14:37:32.433,2025-08,Thursday
mobile-phone-accessories,cables-chargers-adapters,1732002007050193623,"Hoco Bộ Sạc Nhanh PD-20W C76 Plus Đầu Ra Type-C To L Hỗ Trợ Sạc Nhanh Cho Điện Thoại, Bảo Hành 1 Năm Lỗi 1 Đổi 1",1732554401557743319,85500,150000.0,43.0,4.8,585,7736,7496107963391052503,Khánh An - Technology,1754751800384,https://www.tiktok.com/shop/vn/pdp/bo-sac-nhanh-pd-20w-c76-plus-type-c-9v-2-22a-12v-1-67a/1732002007050193623,2025-08-09 15:03:20.384,2025-08,Saturday
mobile-phone-accessories,cables-chargers-adapters,1731638946659796534,"[LIVESTREAM] Bộ Sạc Nhanh 120W GaN Pro+ Tranyoo US8 Cổng Type-C Sạc Nhanh W PPS, PD3.1, UFCS - Sạc Cho Điện Thoại Và Laptop Chuẩn PD củ sạc 120w sạc nhanh 120w Phụ Kiện sạc điện thoại, laptop",1731716005242373686,308999,441429.0,30.0,4.7,127,682,7495330054045796918,TRANYOO VIETNAM,1754752639613,https://www.tiktok.com/shop/vn/pdp/tranyaan-bo-sac-nhanh-usb-c-120w-gan-pro-sac-sieu-toc/1731638946659796534,2025-08-09 15:17:19.613,2025-08,Saturday
mobile-phone-accessories,cables-chargers-adapters,1730532807311722895,"Bộ sạc nhanh, Tương thích với Android Micro 2A 5V, Cáp sạc, Sạc nhanh USB, Bộ sạc Type C, Bảo vệ bộ sạc",1730532807311853967,29900,29900.0,0.0,4.1,137,1520,8647117522145543567,qifeng,1755014498381,https://www.tiktok.com/shop/vn/pdp/bo-sac-nhanh-type-c-tuong-thich-android-ios-5v-2a/1730532807311722895,2025-08-12 16:01:38.381,2025-08,Tuesday
mobile-phone-accessories,cables-chargers-adapters,1731873831072335641,"Bộ sạc không dây từ tính, 15W, dành cho iPhone (16, 15, 14, 13, 12, 11, XR, XS, X, Pro Max, 8, Bộ sạc không dây Qi sạc nhanh 1m, Bộ Chuyển Đổi sạc Airpods",1731873831072401177,39652,39652.0,0.0,2.6,5,132,8647764751386642201,Accessories 3C Direct Store,1754692297479,https://www.tiktok.com/shop/vn/pdp/bo-sac-khong-day-tu-tinh-olaf-15w-cho-iphone-airpods/1731873831072335641,2025-08-08 22:31:37.479,2025-08,Friday
mobile-phone-accessories,cables-chargers-adapters,1731752832109742237,"Cáp Dữ Liệu Bốn Trong Một, 240W, Sạc Nhanh PD, Chất Liệu Silicon Mềm Lỏng, Thích Hợp Cho iPhone Và Type-C, Hàng Mới Về Năm 2024",1731752832109807773,60000,85714.0,30.0,4.3,246,1725,8646926830930330781,New wisdom zao3c,0,https://www.tiktok.com/shop/vn/pdp/1731752832109742237,1970-01-01 00:00:00.000,1970-01,Thursday
mobile-phone-accessories,cables-chargers-adapters,1730886105574049999,"Cáp Sạc Nhanh 3 Đầu 120W Dài 1.2m. Cáp sạc hợp kim kẽm, có đèn LED, siêu bền - Dây sạc 3 in 1, Dây Sạc 3 Trong 1, Cáp sạc điện thoại",1730886136937810127,10000,20000.0,50.0,4.2,1685,15958,7495462201610701007,Phụ Kiện - Ánh Sáng,1754690813724,https://www.tiktok.com/shop/vn/pdp/cap-sac-nhanh-3-%C4%91au-120w-%C4%91en-led-sieu-ben-1-2m-3-in-1/1730886105574049999,2025-08-08 22:06:53.724,2025-08,Friday
