url,product_name,sold,review_count,rating,price,currency,seller_name,categories,sku,brand
https://www.lazada.vn/products/smart-tank-se-3329-epson-wifi.html,Smart Tank SE 3329 Epson WiFi,3550,1050,4.0,9178363,VND,ScreenWorksPrint,Printers,2XLLAT6LKBIZZE,Epson
https://www.lazada.vn/products/samsung-nord-9841-series-9.html,Samsung Nord 9841 Series 9,4253,4032,3.1,34825938,VND,TechZoneVN,Mobiles,CL69BJ4JC0J,Samsung
https://www.lazada.vn/products/dji-alpha-air-6090-edition.html,DJI Alpha Air 6090 Edition,7709,3934,3.6,22420474,VND,GearHub,Cameras & Drones,DRXCSDH55LLSLD,DJI
https://www.lazada.vn/products/motorola-note-1264-edition.html,Motorola Note 1264 Edition,2,2,3.6,46679431,VND,ProGadgetMobile,Mobiles,IHOEVR9Q5X6B,Motorola
https://www.lazada.vn/products/ezviz-doorbell-7817-wifi.html,Ezviz Doorbell 7817 WiFi,5964,5588,3.3,9162432,VND,Ezviz Flagship Store,Security Cameras & Systems,HCZY6OIUGTYO,Ezviz
https://www.lazada.vn/products/macbook-z-7364-dell-pro.html,MacBook Z 7364 Dell Pro+,5549,4823,4.5,37143720,VND,Dell Flagship Store,Laptops,MP6L52VOAF,Dell
https://www.lazada.vn/products/find-ultra-1849-samsung-series-9.html,Find Ultra 1849 Samsung Series 9,4928,3444,3.9,46555196,VND,TechZoneVNMobile,Mobiles,N3QWIVVF115FG,Samsung
https://www.lazada.vn/products/garmin-fenix-ultra-6095-edition.html,Garmin Fenix Ultra 6095 Edition,8118,2498,4.4,10851363,VND,ProGadgetWear,Smartwatches,CMACB3ADQW,Garmin
https://www.lazada.vn/products/xiaomi-nova-neo-4243-lte.html,Xiaomi Nova Neo 4243 LTE,7979,2981,4.4,48913750,VND,DigitalCityMobile,Mobiles,78B98NSEH9,Xiaomi
https://www.lazada.vn/products/nest-cam-air-6286-xiaomi-gen-2.html,Nest Cam Air 6286 Xiaomi Gen 2,8990,7929,4.5,4112014,VND,Xiaomi Official Store,Security Cameras & Systems,3QO5Y0D1AM7,Xiaomi
https://www.lazada.vn/products/watch-one-9657-samsung.html,Watch One 9657 Samsung,7677,6017,5.0,8762097,VND,Samsung Official Store,Smartwatches,077QLMSI4UFCG,Samsung
https://www.lazada.vn/products/hp-ultrasharp-7342-wifi.html,HP UltraSharp 7342 WiFi,3146,130,4.3,16199266,VND,HP Flagship Store,Monitors,N6J5ALO09FF87,HP
https://www.lazada.vn/products/huawei-gt-7558-gen-2.html,Huawei GT 7558 Gen 2,3607,1239,4.1,14946869,VND,DigitalCity,Smartwatches,GU3TABQI74OO,Huawei
https://www.lazada.vn/products/asus-thinkpad-5504-gen-2.html,Asus ThinkPad 5504 Gen 2,5166,2833,4.0,22422694,VND,TechZoneVNLaptop,Laptops,9N6IKKMG9NZP8,Asus
https://www.lazada.vn/products/galaxy-elite-1025-samsung-lte.html,Galaxy Elite 1025 Samsung LTE,5509,597,4.5,5630606,VND,Samsung Official Store,Mobiles,JQET8QKBHB8TW9,Samsung
https://www.lazada.vn/products/canon-smart-tank-2744.html,Canon Smart Tank 2744,657,265,4.0,11425092,VND,PrintHousePrint,Printers,LN3FTL2NNCLT1,Canon
https://www.lazada.vn/products/nintendo-playstation-5-1711-pro.html,Nintendo PlayStation 5 1711 Pro+,1785,1512,4.9,8934750,VND,Nintendo VN,Console Gaming,Z814BVI8D1G,Nintendo
https://www.lazada.vn/products/edge-max-9153-vivo-2025.html,Edge Max 9153 Vivo 2025,2482,163,3.5,20034374,VND,ElectroMartVNMobile,Mobiles,NTNSNFIZ16SE,Vivo
https://www.lazada.vn/products/lg-predator-9610-wifi.html,LG Predator 9610 WiFi,266,197,3.0,24720987,VND,LG Mall,Monitors,32I2BSB18682,LG
https://www.lazada.vn/products/predator-neo-2691-lg-wifi.html,Predator Neo 2691 LG WiFi,2755,102,3.0,13634184,VND,GameWorldVN,Monitors,VQWLIA99DOWR0I,LG
https://www.lazada.vn/products/ultrafine-edge-5358-asus-gen-2.html,UltraFine Edge 5358 ASUS Gen 2,3979,2194,3.1,26366576,VND,ASUS Official Store,Monitors,E2Y4J4MDBA7C,ASUS
https://www.lazada.vn/products/redmi-prime-1883-samsung.html,Redmi Prime 1883 Samsung,3458,2312,4.8,3879366,VND,ScreenWorksMobile,Mobiles,3MMJDB4MEWQI8,Samsung
https://www.lazada.vn/products/xps-air-6799-msi-pro.html,XPS Air 6799 MSI Pro+,8624,6240,3.5,9914843,VND,MSI Mall,Laptops,ALP7LL9X6Z1,MSI
https://www.lazada.vn/products/tab-flex-3905-samsung-pro.html,Tab Flex 3905 Samsung Pro+,7481,3323,4.7,25851382,VND,Samsung Mall,Tablets,7CE3VSLJXXU4D,Samsung
https://www.lazada.vn/products/xiaomi-edge-2633-gen-2.html,Xiaomi Edge 2633 Gen 2,9362,8671,4.1,37737402,VND,Xiaomi Official Store,Mobiles,QSOV5M3HI8,Xiaomi
https://www.lazada.vn/products/epson-smart-tank-5572-2025.html,Epson Smart Tank 5572 2025,4077,665,4.8,13261132,VND,Epson VN,Printers,MZUUZ11GUFT,Epson
https://www.lazada.vn/products/acer-thinkpad-plus-3977-wifi.html,Acer ThinkPad Plus 3977 WiFi,558,75,3.9,54513538,VND,Acer VN,Laptops,Y1EPPNEZADY3,Acer
https://www.lazada.vn/products/jbl-wf-mini-2961-series-9.html,JBL WF Mini 2961 Series 9,4716,1781,3.7,16477497,VND,Cam&Drone ProAudio,Audio,9TDWW9SIDTMUK,JBL
https://www.lazada.vn/products/canon-smart-tank-9908-series-9.html,Canon Smart Tank 9908 Series 9,8749,891,4.2,19526420,VND,Canon Mall,Printers,AQR7PS08PIK9T,Canon
https://www.lazada.vn/products/airpods-one-4704-bose-wifi.html,AirPods One 4704 Bose WiFi,926,207,4.7,2366581,VND,HiFi CornerAudio,Audio,XHHEORAVW8DY,Bose
https://www.lazada.vn/products/smart-tank-x-8234-hp-ultra.html,Smart Tank X 8234 HP Ultra+,4887,4686,3.4,15525981,VND,HP VN,Printers,VUP7DBPW8L,HP
https://www.lazada.vn/products/iphone-se-7593-oppo-edition.html,iPhone SE 7593 OPPO Edition,4596,1777,3.4,3098329,VND,OPPO Flagship Store,Mobiles,UXFU9CIV93GS,OPPO
https://www.lazada.vn/products/vivo-note-z-3919-gen-2.html,Vivo Note Z 3919 Gen 2,1311,1175,3.7,31083928,VND,Vivo Flagship Store,Mobiles,WQ481XYKSKNT3,Vivo
https://www.lazada.vn/products/beats-prime-4750-anker-wifi.html,Beats Prime 4750 Anker WiFi,598,347,4.9,9766086,VND,DigitalCityAudio,Audio,9345Q96QS6U,Anker
https://www.lazada.vn/products/microsoft-ipad-6142.html,Microsoft iPad 6142,4965,880,3.6,10851353,VND,Microsoft Official Store,Tablets,C1KN0Y316JG8ED,Microsoft
https://www.lazada.vn/products/nikon-x100-9608-edition.html,Nikon X100 9608 Edition,973,271,4.4,11591829,VND,Nikon VN,Cameras & Drones,ODOYNG0TFQF4,Nikon
https://www.lazada.vn/products/arlo-doorbell-core-5657-gen-2.html,Arlo Doorbell Core 5657 Gen 2,8261,3704,3.1,4274847,VND,ScreenWorksCam,Security Cameras & Systems,1Y8C92S512MJ,Arlo
https://www.lazada.vn/products/samsung-galaxy-ultra-9446.html,Samsung Galaxy Ultra 9446,137,7,3.1,19155832,VND,Samsung Flagship Store,Mobiles,TB1F1ZWC8N,Samsung
https://www.lazada.vn/products/canon-z-8703-2025.html,Canon Z 8703 2025,7121,1220,3.7,12132011,VND,HiFi Corner,Cameras & Drones,B7ZBRSS93D8,Canon
https://www.lazada.vn/products/note-x-6037-samsung-series-9.html,Note X 6037 Samsung Series 9,7319,4537,3.1,14837217,VND,Samsung Mall,Mobiles,7P0C2BTG45FB,Samsung
https://www.lazada.vn/products/lg-proart-pro-7434-gen-2.html,LG ProArt Pro 7434 Gen 2,9588,7846,3.7,28825024,VND,LG VN,Monitors,JXME0126HT81X7,LG
https://www.lazada.vn/products/xiaomi-fire-4108.html,Xiaomi Fire 4108,8722,2021,5.0,22561855,VND,ElectroMartVNTablet,Tablets,DXN2QCXP31Y,Xiaomi
https://www.lazada.vn/products/oneplus-galaxy-8010-2025.html,OnePlus Galaxy 8010 2025,1437,53,3.7,16957496,VND,SmartWearVN,Mobiles,0FNG21BA4T,OnePlus
https://www.lazada.vn/products/versa-plus-3177-xiaomi-5g.html,Versa Plus 3177 Xiaomi 5G,5377,4073,3.5,5370747,VND,ScreenWorksWear,Smartwatches,74TSOVTLKR4UP3,Xiaomi
https://www.lazada.vn/products/ideapad-prime-2679-lenovo-2025.html,IdeaPad Prime 2679 Lenovo 2025,8679,1492,4.8,23627232,VND,Lenovo Mall,Laptops,4N3DZB29F5LRVC,Lenovo
https://www.lazada.vn/products/canon-air-flex-1884-2025.html,Canon Air Flex 1884 2025,3153,1355,4.6,46377333,VND,ElectroMartVNCam,Cameras & Drones,MMH672W7FW2,Canon
https://www.lazada.vn/products/xbox-series-x-pro-9397-microsoft-gen-2.html,Xbox Series X Pro 9397 Microsoft Gen 2,7334,942,3.1,7000595,VND,Microsoft Mall,Console Gaming,70U65NEI4R,Microsoft
https://www.lazada.vn/products/asus-thinkpad-core-9535.html,Asus ThinkPad Core 9535,7520,2573,3.4,43553388,VND,GearHub,Laptops,2E7CIWX813MV3H,Asus
https://www.lazada.vn/products/fujifilm-alpha-8643-ultra.html,Fujifilm Alpha 8643 Ultra+,5170,4856,4.9,9463390,VND,ScreenWorksCam,Cameras & Drones,IG9823U4GB83Z,Fujifilm
https://www.lazada.vn/products/asus-pavilion-9673-wifi.html,Asus Pavilion 9673 WiFi,7339,6138,4.5,41097701,VND,TechZoneVNLaptop,Laptops,VKRFUPMUEYL,Asus
https://www.lazada.vn/products/asus-pavilion-8030-pro.html,Asus Pavilion 8030 Pro+,5000,2593,3.6,20641191,VND,Asus Flagship Store,Laptops,3VEG5VTJ6CBK,Asus
https://www.lazada.vn/products/ezviz-nest-cam-one-8891-series-9.html,Ezviz Nest Cam One 8891 Series 9,9931,8052,4.0,10335577,VND,Ezviz Official Store,Security Cameras & Systems,J5F0TC3GDXU,Ezviz
https://www.lazada.vn/products/sony-tune-3087-ultra.html,Sony Tune 3087 Ultra+,9240,1373,3.0,14385266,VND,Sony VN,Audio,NF9NOAQQGHB7S,Sony
https://www.lazada.vn/products/canon-lumix-9676-series-9.html,Canon Lumix 9676 Series 9,4120,387,3.6,43584542,VND,Canon VN,Cameras & Drones,6VEEA7QMKQ,Canon
https://www.lazada.vn/products/sony-z-mini-7418-lte.html,Sony Z Mini 7418 LTE,9954,3468,3.9,67962848,VND,Sony VN,Cameras & Drones,FKMZN781ZSSSAW,Sony
https://www.lazada.vn/products/lenovo-tab-edge-5475-edition.html,Lenovo Tab Edge 5475 Edition,6614,4281,5.0,2921258,VND,DigitalCity,Tablets,H4X9IQAIUFH5Z1,Lenovo
https://www.lazada.vn/products/samsung-venu-3019-lte.html,Samsung Venu 3019 LTE,2560,2329,3.9,18684313,VND,Samsung VN,Smartwatches,QT1ACLGE0I2L,Samsung
https://www.lazada.vn/products/laserjet-one-2624-hp-2025.html,LaserJet One 2624 HP 2025,1987,509,3.8,18940134,VND,ScreenWorksPrint,Printers,WFM5LSDLO5I,HP
https://www.lazada.vn/products/legion-plus-513-hp-ultra.html,Legion Plus 513 HP Ultra+,2545,665,4.7,30198200,VND,TechZoneVNLaptop,Laptops,3CCUOI347J3,HP
https://www.lazada.vn/products/z-elite-529-canon-edition.html,Z Elite 529 Canon Edition,3340,1963,4.4,47953633,VND,Canon Flagship Store,Cameras & Drones,ND60BC01P82DHM,Canon
https://www.lazada.vn/products/find-edge-7395-xiaomi-wifi.html,Find Edge 7395 Xiaomi WiFi,2021,84,4.5,5529367,VND,Cam&Drone ProMobile,Mobiles,ERHER5CHNX,Xiaomi
https://www.lazada.vn/products/samsung-note-1836-series-9.html,Samsung Note 1836 Series 9,753,700,4.9,10326268,VND,SmartWearVN,Mobiles,C1BYT00XTT4X,Samsung
https://www.lazada.vn/products/c8-one-3557-hikvision-ultra.html,C8 One 3557 Hikvision Ultra+,9406,1135,3.3,8152319,VND,Cam&Drone ProCam,Security Cameras & Systems,66KNM33J9N,Hikvision
https://www.lazada.vn/products/ezviz-nest-cam-9624-edition.html,Ezviz Nest Cam 9624 Edition,3253,916,3.8,13111461,VND,Ezviz Official Store,Security Cameras & Systems,29BAFO157RY27R,Ezviz
https://www.lazada.vn/products/nova-mini-2336-nokia-ultra.html,Nova Mini 2336 Nokia Ultra+,6924,5032,4.5,52830223,VND,Nokia Official Store,Mobiles,Q8UR9W24RV,Nokia
https://www.lazada.vn/products/apple-find-7844-lte.html,Apple Find 7844 LTE,3312,9,3.3,34304420,VND,GearHub,Mobiles,9ZDWFV80ZCF,Apple
https://www.lazada.vn/products/valve-switch-oled-3056-2025.html,Valve Switch OLED 3056 2025,7844,7768,4.9,8091323,VND,SmartWearVNGame,Console Gaming,0I30I0JPN2M,Valve
https://www.lazada.vn/products/samsung-pixel-441-5g.html,Samsung Pixel 441 5G,9138,3303,3.1,6090715,VND,PrintHouse,Mobiles,1AZKWYHIFSXY,Samsung
https://www.lazada.vn/products/apple-fire-pro-7712-gen-2.html,Apple Fire Pro 7712 Gen 2,6158,1281,4.1,39835424,VND,Apple Mall,Tablets,F2DKICS43Y7PD,Apple
https://www.lazada.vn/products/matepad-neo-7781-samsung-wifi.html,MatePad Neo 7781 Samsung WiFi,7504,3821,4.6,9141151,VND,Samsung Mall,Tablets,Z3J3AIIRUI,Samsung
https://www.lazada.vn/products/macbook-x-2566-apple-wifi.html,MacBook X 2566 Apple WiFi,1106,311,3.1,42985724,VND,Apple Official Store,Laptops,O1Y24Q81I534J,Apple
https://www.lazada.vn/products/sennheiser-earbuds-7121-series-9.html,Sennheiser Earbuds 7121 Series 9,1388,1137,3.4,19950707,VND,ElectroMartVN,Audio,L7Z0PJD83P,Sennheiser
https://www.lazada.vn/products/iphone-z-5685-oneplus-gen-2.html,iPhone Z 5685 OnePlus Gen 2,3400,2644,4.9,15777895,VND,SmartWearVN,Mobiles,F2V1UHKZNN7,OnePlus
https://www.lazada.vn/products/airpods-z-2467-sony-mk-ii.html,AirPods Z 2467 Sony Mk II,6496,988,3.9,8678788,VND,Cam&Drone ProAudio,Audio,SZUMEAX1RO,Sony
https://www.lazada.vn/products/acer-ultrafine-1615-gen-2.html,Acer UltraFine 1615 Gen 2,7254,7176,4.9,6393090,VND,Acer VN,Monitors,Y7L9NWSX53BF,Acer
https://www.lazada.vn/products/hero-ultra-5421-dji-gen-2.html,Hero Ultra 5421 DJI Gen 2,9123,3099,4.1,22000387,VND,DJI Mall,Video & Action Camcorder,L1SYC29BS3MFJ,DJI
https://www.lazada.vn/products/tab-mini-2304-samsung-mk-ii.html,Tab Mini 2304 Samsung Mk II,9648,467,3.1,8926299,VND,ScreenWorksTablet,Tablets,Y78RWN4WT06RHK,Samsung
https://www.lazada.vn/products/samsung-proart-1727-pro.html,Samsung ProArt 1727 Pro+,5009,2427,4.9,3072453,VND,Samsung Official Store,Monitors,RNSHYIUOUMC2W8,Samsung
https://www.lazada.vn/products/hp-officejet-6883-pro.html,HP OfficeJet 6883 Pro+,5054,886,4.0,15932236,VND,HP Mall,Printers,B055OVPWR7,HP
https://www.lazada.vn/products/laserjet-plus-6009-hp-2025.html,LaserJet Plus 6009 HP 2025,9797,9786,3.2,16955850,VND,HP VN,Printers,KJZM2WOVI3,HP
https://www.lazada.vn/products/hp-xps-4927-ultra.html,HP XPS 4927 Ultra+,7275,2067,4.1,42018073,VND,GameWorldVNLaptop,Laptops,UGWPTSC3PS8IGY,HP
https://www.lazada.vn/products/oneplus-note-287-gen-2.html,OnePlus Note 287 Gen 2,2489,1393,3.3,56595134,VND,OnePlus Official Store,Mobiles,B6S8IUSH3A,OnePlus
https://www.lazada.vn/products/acer-ultrafine-8887-pro.html,Acer UltraFine 8887 Pro+,275,163,4.1,32582148,VND,Acer Flagship Store,Monitors,V3194Y972HFA,Acer
https://www.lazada.vn/products/msi-xps-8529-gen-2.html,MSI XPS 8529 Gen 2,3472,1530,3.6,67773674,VND,MSI Flagship Store,Laptops,P0PN43QU8S0T,MSI
https://www.lazada.vn/products/microsoft-zenbook-edge-1458.html,Microsoft ZenBook Edge 1458,2737,15,4.7,9848951,VND,Microsoft Official Store,Laptops,MYLERZ9IRL,Microsoft
https://www.lazada.vn/products/lenovo-matepad-z-5879-series-9.html,Lenovo MatePad Z 5879 Series 9,213,113,3.8,2876589,VND,Lenovo Official Store,Tablets,F3WUD9AV8VY,Lenovo
https://www.lazada.vn/products/ipad-edge-7960-xiaomi-edition.html,iPad Edge 7960 Xiaomi Edition,1211,317,3.1,10017955,VND,Xiaomi Mall,Tablets,C5TMPIT0WTQL,Xiaomi
https://www.lazada.vn/products/xiaomi-pixel-flex-2854-ultra.html,Xiaomi Pixel Flex 2854 Ultra+,5376,1961,4.7,44315860,VND,Xiaomi Official Store,Mobiles,8BGO8YXHYQANV,Xiaomi
https://www.lazada.vn/products/hp-ecotank-1051-pro.html,HP EcoTank 1051 Pro+,7399,6099,3.5,1710006,VND,ScreenWorksPrint,Printers,DFOEKQO5Y9PA,HP
https://www.lazada.vn/products/soundlink-flex-3301-apple-lte.html,SoundLink Flex 3301 Apple LTE,8625,6542,4.0,12556954,VND,Apple Mall,Audio,ZLU41P4TC7,Apple
https://www.lazada.vn/products/x100-ultra-1953-nikon-2025.html,X100 Ultra 1953 Nikon 2025,6003,3799,4.6,46786850,VND,Nikon VN,Cameras & Drones,LTQL7GNNEEB41,Nikon
https://www.lazada.vn/products/charge-ultra-3212-sennheiser-mk-ii.html,Charge Ultra 3212 Sennheiser Mk II,2262,1633,5.0,15964542,VND,ProGadget,Audio,ZRWC8BUCO4,Sennheiser
https://www.lazada.vn/products/jbl-charge-9194-mk-ii.html,JBL Charge 9194 Mk II,5982,5,3.8,2628879,VND,JBL VN,Audio,4GH49PWAZR3,JBL
https://www.lazada.vn/products/ultrasharp-mini-8048-msi-2025.html,UltraSharp Mini 8048 MSI 2025,8326,5574,3.6,34443908,VND,MSI Flagship Store,Monitors,EHJ5O2S1PNY,MSI
https://www.lazada.vn/products/nest-cam-neo-8726-tp-link-series-9.html,Nest Cam Neo 8726 TP-Link Series 9,9300,5355,4.5,4550389,VND,TechZoneVN,Security Cameras & Systems,ADIX5LR3REPMZT,TP-Link
https://www.lazada.vn/products/tune-pro-2166-sony-ultra.html,Tune Pro 2166 Sony Ultra+,4439,4308,4.6,12375988,VND,SmartWearVN,Audio,ZRGWURRA7S,Sony
https://www.lazada.vn/products/canon-laserjet-max-3906-mk-ii.html,Canon LaserJet Max 3906 Mk II,2430,2210,3.6,4576650,VND,Canon Mall,Printers,VCJO4MRBQ77GI,Canon
https://www.lazada.vn/products/apple-rog-strix-z-8720-5g.html,Apple ROG Strix Z 8720 5G,1304,844,4.8,53852948,VND,MegaTechMallPC,Desktops Computers,31NY6MTRZNE4KR,Apple
https://www.lazada.vn/products/razer-rog-8001-edition.html,Razer ROG 8001 Edition,5890,5307,3.6,41196177,VND,Cam&Drone ProLaptop,Laptops,DFOKDPILGH,Razer
https://www.lazada.vn/products/sony-alpha-x-7052-wifi.html,Sony Alpha X 7052 WiFi,8981,8646,3.2,79297246,VND,Sony Mall,Cameras & Drones,BG6RFN815AUV4,Sony
https://www.lazada.vn/products/iphone-mini-2129-oneplus-series-9.html,iPhone Mini 2129 OnePlus Series 9,3703,189,4.0,28279511,VND,OnePlus VN,Mobiles,57I00NVDCL3,OnePlus
https://www.lazada.vn/products/xiaomi-iphone-6868-5g.html,Xiaomi iPhone 6868 5G,1585,1403,4.7,6203124,VND,Xiaomi Official Store,Mobiles,GCT1PDDDOKHZ3B,Xiaomi
https://www.lazada.vn/products/gopro-hero-7068-5g.html,GoPro Hero 7068 5G,2584,70,4.8,13929121,VND,GoPro Official Store,Video & Action Camcorder,4OLTQ2PE5RY,GoPro
https://www.lazada.vn/products/find-core-185-xiaomi-series-9.html,Find Core 185 Xiaomi Series 9,3834,2190,3.2,43314121,VND,Xiaomi Flagship Store,Mobiles,GQUK4ADUN3FGMP,Xiaomi
https://www.lazada.vn/products/lenovo-macbook-8747-5g.html,Lenovo MacBook 8747 5G,537,202,4.9,57041642,VND,Lenovo Flagship Store,Laptops,AAFJCGETYZ,Lenovo
https://www.lazada.vn/products/xiaomi-band-ultra-4031-wifi.html,Xiaomi Band Ultra 4031 WiFi,1239,1130,3.2,17661280,VND,HiFi CornerWear,Smartwatches,JED6NYRMZJE,Xiaomi
https://www.lazada.vn/products/legion-neo-7103-dell-edition.html,Legion Neo 7103 Dell Edition,8093,5291,4.9,54527485,VND,ProGadget,Laptops,2D19N5D8MP1U,Dell
https://www.lazada.vn/products/anker-wh-flex-2757-edition.html,Anker WH Flex 2757 Edition,1568,1228,4.4,15953741,VND,Anker Flagship Store,Audio,09T0B041CUD,Anker
https://www.lazada.vn/products/asus-blade-edge-8470-ultra.html,Asus Blade Edge 8470 Ultra+,8688,5247,3.8,58224253,VND,GearHub,Laptops,VFFJCY47ZU,Asus
https://www.lazada.vn/products/ipad-flex-1909-samsung-lte.html,iPad Flex 1909 Samsung LTE,4490,2832,4.3,10277113,VND,Samsung Official Store,Tablets,BAFWU1U2JQTVB,Samsung
https://www.lazada.vn/products/acer-ideapad-4238-ultra.html,Acer IdeaPad 4238 Ultra+,1762,815,3.2,76969122,VND,DigitalCity,Laptops,ADXQ4DTXA2IK,Acer
https://www.lazada.vn/products/samsung-ultragear-6443.html,Samsung UltraGear 6443,8087,3453,3.5,32146136,VND,Samsung Flagship Store,Monitors,PQF7IBUZIMK41,Samsung
https://www.lazada.vn/products/vivo-edge-3694.html,Vivo Edge 3694,3049,881,3.2,58418427,VND,Vivo Official Store,Mobiles,01DT9EZ8YSW,Vivo
https://www.lazada.vn/products/nord-core-5855-oneplus-wifi.html,Nord Core 5855 OnePlus WiFi,6200,2550,4.8,8761517,VND,OnePlus VN,Mobiles,H3K7D768EYAGJ,OnePlus
https://www.lazada.vn/products/smart-tank-prime-911-hp-series-9.html,Smart Tank Prime 911 HP Series 9,8587,6153,4.7,5175994,VND,HP Official Store,Printers,KECH99Y38CBSO9,HP
https://www.lazada.vn/products/beats-flex-1027-sony-5g.html,Beats Flex 1027 Sony 5G,4204,2923,4.1,16974568,VND,Sony Official Store,Audio,QI1CSLM9OV,Sony
https://www.lazada.vn/products/apple-wh-plus-4022-wifi.html,Apple WH Plus 4022 WiFi,8398,114,4.1,8367079,VND,Apple Mall,Audio,NLWKELY5V55KBO,Apple
https://www.lazada.vn/products/epson-smart-tank-9034-mk-ii.html,Epson Smart Tank 9034 Mk II,5768,1404,4.9,9207292,VND,Epson Mall,Printers,T1S7Q356HM2S,Epson
https://www.lazada.vn/products/nord-max-3473-vivo-pro.html,Nord Max 3473 Vivo Pro+,7224,1464,4.9,50483696,VND,ProGadgetMobile,Mobiles,XWS8JU7ZGRTR,Vivo
https://www.lazada.vn/products/huawei-band-9895-edition.html,Huawei Band 9895 Edition,9383,7151,4.0,11095768,VND,SmartWearVNWear,Smartwatches,J90JQISXXPKN,Huawei
https://www.lazada.vn/products/hp-macbook-8624-series-9.html,HP MacBook 8624 Series 9,1888,1651,3.6,11129014,VND,DigitalCityLaptop,Laptops,HYI66UF0VBI,HP
https://www.lazada.vn/products/oneplus-galaxy-x-5036-lte.html,OnePlus Galaxy X 5036 LTE,8873,829,4.0,54157165,VND,OnePlus Mall,Mobiles,HIZXKIRAWLM,OnePlus
https://www.lazada.vn/products/xiaomi-ipad-583.html,Xiaomi iPad 583,1505,1293,4.4,34487448,VND,HiFi CornerTablet,Tablets,L6O2K5Y0WAO,Xiaomi
